release_id,input,output,meaning,num_cognates,cognate_set_id,source,pos,pokorny_ref
train-5257f84b83db19b3-01,[gv] slane [srn] seri [tpi] salim [gd] slàn [ga] slán [cpi] sellum,*selh₁-,,6,1864,etymology_db,,
train-0b9ee319f3b0c038-01,[gl] torpe [pt] torpe [es] torpe [es] estropear [it] trepido [it] storpiare [it] turpe [el] αποτρέπω [sq] turp [vec] strupiar [ru] торопить [sc] tzurpu,*trep-,,12,1865,etymology_db,,
train-f7db864bdd2f4522-01,[en] lin [enm] linnen,*leyh₂-,,2,1866,etymology_db,,
train-acf446f4fd44cbc2-01,[ro] lin [ro] alina [en] dagesh lene [sc] lenu [en] lenify,*leh₁-,,5,1867,etymology_db,,
train-2d6c0a317cd334b8-01,[de] rar [sv] rar [mt] rari,*h₁r̥h₁rós,,3,1868,etymology_db,,
train-6c895b47d520cb4a-01,[hi] सब [id] serba [gu] સહુ [pa] ਸਭ [id] seru [km] សព្វ [inc-kho] sāf,*sólh₂wos,,7,1869,etymology_db,,
train-6dc531782a89b1d9-01,[en] sull [en] sullow [mul] Holcus [el] ελκύω [el] έλκω,*selk-,,5,1870,etymology_db,,
train-41a46a558afdf20e-01,[ga] geal [gd] geal [en] Muriel [fr] Muriel [et] Merili [gv] gial,*ǵʰelh₂-,,6,1871,etymology_db,,
train-bf0266a3d39649d0-01,[fi] syli [fi] syltä,*pat-,,2,1872,etymology_db,,
train-56bf41684a121764-01,[tr] kel [ro] chel [sh] ћела [sh] ćela [mk] ќелав,*gelH-,,5,1873,etymology_db,,
train-e575e7d3e239ae08-01,[ga] uan [gd] uan [gv] eayn [ga] uain,*pow-ino-,,4,1874,etymology_db,,
train-acc32bcb72f92390-01,[af] mol [nl] mol,*molg-,,2,1875,etymology_db,,
train-0ddf7dcf7241fb8d-01,[af] mol [nl] mol,*(s)melw-,,2,1876,etymology_db,,
train-4cf4b723fc2ec47d-01,[tpi] mak [tpi] mak [zh] 嘜頭 [zh] 嘜頭 [ko] 당마크 [ko] 당마크 [lad] marjina,*marǵ-,,7,1877,etymology_db,,
train-0f0a1e44c464be09-01,[en] arithmancy [ga] ríomh- [ga] ríomh [el] Ἀριθμοί [el] Αριθμοί [pl] arytmo-,*h₂rey-,,6,1878,etymology_db,,
train-8dec29e5172b758a-01,[da] stund [fo] stund [nb] stund [nn] stund [sv] stund [en] stound [enm] stound [sco] stound [gmq-bot] stånn [izh] tunni,*stut-,,10,1879,etymology_db,,
train-c1ed91ba08b9c657-01,[ga] arg [ga] argthóir,*h₃erg-,,2,1880,etymology_db,,
train-e0ae564e61e96ff1-01,[ga] talamh [gd] talamh [gv] thalloo,*tl̥-mon-,,3,1881,etymology_db,,
train-c0ca5150c016b880-01,[ga] grian [gv] grian [gd] grian,*gʷʰrenso-,,3,1882,etymology_db,,
train-efc9e6b33934b3ec-01,[srn] kiri [en] Kiel [rop] kilim [pis] kilim [tpi] kilim [en] belemnite [mul] Belemnoidea [sk] kýl [eo] obeluso [tpi] kilman [en] Blaenrhondda [en] Blaengarw,*gʷelH-,,12,1883,etymology_db,,
train-8d6589beccac0907-01,[mul] aum [ur] اوم [mul] ૐ [as] ওঁ,*au,,4,1884,etymology_db,,
train-13617504b58a834c-01,[nl] tegel [id] tegel [mul] Stegosaurus [sh] cigla [ur] تاج [en] pandy [ba] таж [ce] таж [kk] таж [lez] таж [tr] taç [it] tiella [lb] Zill [sh] таџ [sh] tadž [it] tegghia [ga] éide [hi] तख़्त [en] stegokrotaphic [gl] tieira [gl] teiroa [id] tajuk [nn] tegl [gl] tioira,*(s)teg-,,24,1885,etymology_db,,
train-51520bdfa934fcf3-01,[gd] bàs [gd] bàs [hy] կամ [hy] կամ [el] βαίνω [hy] կենալ [gv] baase [gv] baase [ga] bás [ga] bás [mga] bás [hy] կալ [el] αναβαθμίδα [ka] კალო,*gʷeh₂-,,14,1886,etymology_db,,
train-9ad4ca8ba62d8adb-01,[ga] marbh [gd] marbh,*mr̥wós,,2,1887,etymology_db,,
train-138313bbc27f71d4-01,[cs] dlouhý [mul] dolicho- [en] dolicho- [te] దీర్ఘదర్శి [te] దీర్ఘదృష్టి [sd] ڊگھو [kls] dríga [khw] درونگ [as] দীঘ [as] দীঘা [mul] Dolichos [pov] lundju [ar] دجر [inc-kho] taɽgo [sd] ڊگهو [ml] ദീർഘക്ഷമ [phl] dhrígu [dv] ދިގު [bn] ডাঙর,*dl̥h₁gʰós,,19,1888,etymology_db,,
train-0b3165f294620dc5-01,[fr] mur [nrf] mur,*mei,,2,1889,etymology_db,,
train-a14a7684208dc8ad-01,[mul] Polygala [el] γάλα [mul] Galanthus [en] agalactous [grk-mar] гала [pl] galakto-,*glakt-,,6,1890,etymology_db,,
train-cc36bf84a68ab10f-01,[de] taugen [el] τύχη [af] deug [el] τεύχος [es] tiquismo,*dʰewgʰ-,,5,1891,etymology_db,,
train-09da237a58032190-01,[de] Hopfen [gmh] hopfe,*(s)keup,,2,1892,etymology_db,,
train-16d7df54801186ea-01,[cs] kabát [hu] kabát [sk] kabát [sh] ћебе [sh] ćebe [hy] կոպ [el] κόβω [pt] gabão [pl] kabat [fi] kavaiji,*(s)kep-,,10,1893,etymology_db,,
train-5fd3cb2dcbaffd61-01,[srn] fala [eo] felo,*pelso,,2,1894,etymology_db,,
train-9c1aa4ddf3c93e8d-01,[srn] fala [eo] felo,*pol-,,2,1895,etymology_db,,
train-f74632dc1ed81c71-01,[id] hina [tl] hina [ta] ஈனம்,*ǵʰh₁-nós,,3,1896,etymology_db,,
train-ee1e9dac12d7039f-01,[es] mear [gl] mexar [nl] miegen,*h₃meyǵʰ-,,3,1897,etymology_db,,
train-c55401f5c23cc32d-01,[el] γιος [yej] איו,*suHyús,,2,1898,etymology_db,,
train-a5d970610b27209b-01,[mul] Pilobolus [en] neuropil [el] πίλος [en] uranopilite,*pilos,,4,1899,etymology_db,,
train-3518a7cda5b99aa3-01,[lou] crai [gl] crer [pt] crer [lou] croi [io] kredar [io] kredar [io] kredar [ht] kwè [ht] crére,*ḱred dʰeh₁-,,9,1900,etymology_db,,
train-0d58d37365218a7d-01,[sc] niu [en] nye [gv] edd [cs] hnízdo [ga] nead [gd] nead [ext] ñíu [nb] nisje [nn] nisje [en] nidology [hi] नीड़ [an] niedo [fi] nestata,*nisdós,,13,1901,etymology_db,,
train-e42a7ff49be8486b-01,[vo] pük [srn] piki [fo] spikka [fi] spiikata,*spreg-,,4,1902,etymology_db,,
train-918e2512db46444a-01,[tl] sigla [en] shigram [id] segera,*ḱeygʰ-,,3,1903,etymology_db,,
train-00bc852dc4b6712b-01,[io] palmo [nn] pelme,*palam-,,2,1904,etymology_db,,
train-daebfa7ab5b85fc4-01,[pcm] mek [tpi] mekim [tpi] makim,*meh₂ǵ-,,3,1905,etymology_db,,
train-c1b8272dd06f6960-01,[pcm] mek [tpi] mekim [tpi] makim,*maǵ-,,3,1906,etymology_db,,
train-68380ef100a4d707-01,[ca] cava [it] cavo [ca] cova [pt] cova [pt] covo [ast] cueva [es] cueva [oc] cau [ro] gaură [en] cavetto [ro] zgăura [ro] căuș [es] Covadonga [rup] gavrã [osp] cueua [it] cavagno [ceb] kuyba [gl] cavorco,*ḱowh₁ós,,18,1907,etymology_db,,
train-1028407d4a2d956b-01,[rhg] alu [fa] آلو [ur] آلو [as] আলু [or] ଆଳୁ [kls] álu [pa] ਆਲੂ [kok] आळू [sat] ᱟᱹᱞᱩ,*h₂eHlu,,9,1908,etymology_db,,
train-4ba8ca0159b2e991-01,[srn] bulu [tpi] bulmakau [ga] bullúil,*bʰl̥no-,,3,1909,etymology_db,,
train-998a4a532a42d7c7-01,[pov] pitu [kea] petu [pap] pechu,*peg,,3,1910,etymology_db,,
train-e4478ed16b2cb072-01,[id] utara [es] histeria [bn] উত্তর [en] hysterophyte [ru] истерика [el] υστερο- [el] υστερο- [th] อุดร [th] อุดร [my] ဥတ္တရ [ta] உத்தரம் [ks] وۄتُر [urk] ตารา [es] histero- [dv] އުތުރު [ks] व्वतर [ks] وۄتَر [dv] އިތުރު [min] utaro,*údteros,,19,1911,etymology_db,,
train-3b650cfd9ee4ffd7-01,[id] duta [te] దూత [ml] ദൂതൻ [ks] دٟتھ [ks] दॗथ,*dweh₂-,,5,1912,etymology_db,,
train-3b337e13fcfdaebf-01,[id] yuda [pa] ਜੁੱਧ [as] যুঁজ [hi] जूझना [hi] जूझ [inc-ogu] जूझ [inc-oas] যুঝ [ban] ᬬᬸᬤ᭄ᬥ [ta] யுத்தம் [th] ยุทธ์ [kok] झूंज [mr] झुंज [mr] झुंजणे [km] យុទ្ធ [ml] യുദ്ധം,*Hyewdʰ-,,15,1913,etymology_db,,
train-fac26d2df93634a4-01,[srn] tru [tpi] tru [ga] dearbh [gd] dearbh [gv] jarroo,*drewh₂-,,5,1914,etymology_db,,
train-1c47c9076bec2285-01,[la] ina [frm] visaige,*wéyh₁s,,2,1915,etymology_db,,
train-ff251e05c9187b60-01,[ga] fia [ga] fia [gd] fiadh [gv] feeaih [gd] fiadh- [ga] fiáin,*u-s,,6,1916,etymology_db,,
train-9227a9ecd8fdd561-01,[pap] skol [af] skool [bi] skul [rop] skul [pcm] skul [pis] skul [tpi] skul [tpi] skulim [tpi] skulfi [zh] 死庫水 [phl] iskuúl,*(s)kʷel-,,11,1917,etymology_db,,
train-702286fd8b94dcf9-01,[es] cuyo [es] cuyo [pt] cujo [pt] cujo [it] cuiusso [it] cuiusso [gl] cuxo [gl] cuxo,*kʷosyos,,8,1918,etymology_db,,
train-6e474dddee2c617a-01,[tpi] sua [tpi] soa [srn] soro,*sh₂eyro-,,3,1919,etymology_db,,
train-aa841aaab41f990a-01,[en] Agatha [nl] Agatha [el] αγαθός,*m̥ǵh₂dʰh₁ós,,3,1920,etymology_db,,
train-d42ecc690ec11f86-01,[nb] legitim [nn] legitim [ro] legitim [en] legitimation [pt] lindo [es] lindo [it] legittimo [it] legittimare [fr] légitimer [fr] -issime [ca] -íssim [pt] lídimo,*-is-,,12,1921,etymology_db,,
train-8693d8f1e21563f0-01,[mk] уста [tab] уста [ur] استاد [en] ustad [zza] ustad [ms] ustaz [ba] остаз,*stoh₂éyeti,,7,1922,etymology_db,,
train-1664dfee1583fc73-01,[tpi] vot [sv] votera [roo] votu [tpi] votim [mi] pōti [cic] footi [cic] vooti,*h₁wegʷʰ-,,7,1923,etymology_db,,
train-6ea4ab016edb623f-01,[ro] soț [en] socio- [rup] sots [nl] socioloog [nn] soss [nl] sociologe [zh] 十三點 [it] soccio [nb] sosio- [nn] sosio- [tpi] sosaiti,*sokʷ-yo-,,11,1924,etymology_db,,
train-55137058f0262025-01,[ht] ble [lou] blé [en] bleu cheese,*bʰléh₁-,,3,1925,etymology_db,,
train-d5b82385ad8be565-01,[en] dasyphyllous [mul] Dasyurus [mul] Dasogale [el] δασύς [la] dasyphyllus,*dn̥s-,,5,1926,etymology_db,,
train-6ec6e526d95f3e9a-01,[es] hervir [ga] bior [ga] bior [gd] bior [fr] berle [mga] bruiden [ro] fiert [ga] bruth [es] sufrútice [rup] hertu [en] Borbon [ceb] Borbon [tl] Borbon [es] Borbón [ja] バーボン,*bʰrewh₁-,,15,1927,etymology_db,,
train-03e14af87d1e5f3b-01,[tpi] smel [srn] smeri [tpi] smelim,*smel-,,3,1928,etymology_db,,
train-dd56a9fd48b27fb3-01,[tpi] spet [tcs] spet,*spid-,,2,1929,etymology_db,,
train-e13b512bfee94211-01,[tpi] spet [tcs] spet,*sp(y)ēw,,2,1930,etymology_db,,
train-f41363a3bac4f0c1-01,[rhg] báb [bho] भाप [hi] भाप [dty] वाफ [mr] वाफ [bho] 𑂦𑂰𑂣 [as] ভাপ,*wápōs,,7,1931,etymology_db,,
train-a81df975e3b38664-01,[nn] mått [fo] máttur [is] máttur,*mógʰtis,,3,1932,etymology_db,,
train-f5eb4b244f300a4c-01,[cs] cese [dlm] čedur [mt] ċeda,*ḱyesdʰ-,,3,1933,etymology_db,,
train-16b1f61791641162-01,[cs] cese [dlm] čedur [mt] ċeda,*ḱye,,3,1934,etymology_db,,
train-dbc400f34a240059-01,[ga] cinn [en] scazon [la] scazon,*(s)keng-,,3,1935,etymology_db,,
train-d6e193c482eec606-01,[de] Magd [lb] Mod [yi] מויד,*magʰ(u)-,,3,1936,etymology_db,,
train-562fc995b7ead3dd-01,[eo] kvieta [io] quieta [da] while-løkke [ks] ژیر [ks] च़ेर,*kʷyeh₁-,,5,1937,etymology_db,,
train-e67d7fda5ccc3c7b-01,[en] suasion [de] Suada,*swoh₂déyeti,,2,1938,etymology_db,,
train-a6d6fe09403c07e1-01,[id] saka [uz] shox [th] สาขา [ban] ᬰᬵᬓᬵ,*ḱókh₂eh₂,,4,1939,etymology_db,,
train-bcdc51102d6b3d8d-01,[ro] stratus [el] στρατός [en] stratiform [el] στρατάρχης,*str̥h₃tós,,4,1940,etymology_db,,
train-0ede6253d0fcc6c7-01,[sv] trött [da] fortryde [nn] tryta [sv] tryta [is] þrjóta [gmq-osw] þryta [gmq-bot] truut,*trewd-,,7,1941,etymology_db,,
train-6d314365bc80dbb5-01,[gv] blass [gv] blass [ga] blas [ga] blas [mga] blas [gd] blas,*mel-s-,,6,1942,etymology_db,,
train-d0f4440b477d51ee-01,[de] dringen [lb] dréngen,*trenkʷ-,,2,1943,etymology_db,,
train-fa88375c1e7c001c-01,[pa] پر [ur] پر [tr] pür [bho] पान [gbm] पान [hi] पान [kok] पान [kfy] पान [mag] पान [mai] पान [mr] पान [mwr] पान [inc-ogu] पान [inc-gup] पण्ण [pa] ਪਰ [bho] पन्ना [dty] पन्ना [hi] पन्ना [km] បណ្ណាគារ [kls] pọ̃ [gu] પાંદડું [gu] પાંદડું [ur] پنا [bn] পাণ [bho] 𑂣𑂢𑂹𑂢𑂰 [mag] 𑂣𑂢𑂹𑂢𑂰 [si] පන [hi] परनी [mag] 𑂣𑂢𑂹𑂢𑂲 [bn] পান [ks] پَن [dv] ފަން [or] ପାନ [syl] ꠙꠣꠘ [pa] ਪੰਨਾ [ne] पानु [sd] पनु,*pornóm,,37,1944,etymology_db,,
train-1fd04dc53f13c60b-01,[lb] Frack [fo] frakki [is] frakki [nl] frak,*kreḱ-,,4,1945,etymology_db,,
train-cac8c503668620c4-01,[de] Garn [lb] Gar [cim] gaarn [cim] ghèrn,*ǵʰorn-,,4,1946,etymology_db,,
train-f255a8835e1e4b17-01,[pt] próximo [da] næste [rm] proxim,*prokʷism̥mos,,3,1947,etymology_db,,
train-69475440c1db1276-01,[de] Hermelin [el] ερμίνα,*ḱerǝm-,,2,1948,etymology_db,,
train-3218bd6ea9a5b3ee-01,[eo] knedi [eo] knedi,*gnet-,,2,1949,etymology_db,,
train-2136772b54ef68be-01,[es] corcho [af] kurk [nl] kurk [en] cortico- [pl] korek [da] kork [pt] córtex [ga] coirt [mul] Corticovirus [gl] cortizo [sc] cortiche [sc] cortighe [pl] kortyko-,*(s)kert-,,13,1950,etymology_db,,
train-e8061f9ea4896251-01,[mul] Haya [hy] ձի,*ǵʰéyos,,2,1951,etymology_db,,
train-ae7063d5f440853d-01,[it] Capri [mul] Capromys [mul] Kaprosuchus,*ḱapros,,3,1952,etymology_db,,
train-fd4fd633c2bfcb23-01,[de] schwanger [hrx] schwanger,*sʷenk-,,2,1953,etymology_db,,
train-123b0ec086e87565-01,[en] braies [nrf] braies [ro] dezbrăca [el] βράκα [en] vraka [nb] brakett [ca] sofraja,*bʰrāg-,,7,1954,etymology_db,,
train-d9da6a78ea9d990d-01,[en] pachysandra [mul] Pachycephalosaurus [en] isopach [en] pachy-,*bʰn̥ǵʰús,,4,1955,etymology_db,,
train-cbaf2967fb7e8315-01,[fr] agoraphobie [el] αγορά [fi] agorafobia [it] agorafobia [pt] agorafobia [es] agorafobia [de] Agoraphobie [ca] agorafòbia [syc] ܐܓܘܪܐ,*h₂goréh₂,,9,1956,etymology_db,,
train-3c308cdd38b303d8-01,[af] wesp [sh] веспа [srn] waswasi [ht] gèp [ht] djèp,*wobʰseh₂,,5,1957,etymology_db,,
train-5ec2e77687733ebc-01,[is] nógur [el] φέρνω [hu] feromon [nb] feromon [nn] feromon [fr] -fère [kk] феромон [en] Pherecydes [is] gnógur,*h₂eh₂nóḱe,,9,1958,etymology_db,,
train-dc6cc54b869fbe9d-01,[ga] cead [gd] cead [hu] licitál,*leyk-,,3,1959,etymology_db,,
train-8c3b0195a72ce3f1-01,[is] múgur [en] mook [sv] mugg [en] Mock,*muk-,,4,1960,etymology_db,,
train-e67afec8d7a3b30b-01,[da] rå [da] rå [nb] rå [nn] rå [nn] rå [en] wroo,*wrónkeh₂,,6,1961,etymology_db,,
train-4d87fc1bebb9b64f-01,[nn] rå [bi] ridim [tpi] ridim [fo] ráða [is] ráða [nb] område [da] råde [nb] råde [sv] råda [vo] reidön [gmq-osw] raþa [nb] ABC-område [nb] abc-område,*Hreh₁dʰ-,,13,1962,etymology_db,,
train-2c67fd1b2ef5e16f-01,[hy] նետ [hy] նետ [axm] նետ [fa] نای,*nedo-,,4,1963,etymology_db,,
train-4c9e9e8905b9b784-01,[el] όνομα [en] onomancy [it] -onimo [vec] nòme [en] onomatodoxy,*h₃nómn̥,,5,1964,etymology_db,,
train-758835c3af1bc535-01,[fi] raapia [tpi] skrap,*skreb-,,2,1965,etymology_db,,
train-3e3418ca21894a91-01,[la] Vesuvius [el] σβήνω,*(s)gʷes-,,2,1966,etymology_db,,
train-066f6a84f157805e-01,[en] gadroon [pt] gude [en] godet [nrf] godet [es] godet,*geu,,5,1967,etymology_db,,
train-08bfb462dbd7f263-01,[gd] iar [ga] iar- [gd] iar-,*-rom,,3,1968,etymology_db,,
train-f04cd8eee6086015-01,[gd] buidhe [ga] buí [gv] buigh,*bodyos,,3,1969,etymology_db,,
train-4d8b76bae2f59d36-01,[lou] changé [de] changieren [ht] chanje [tpi] senisim,*(s)ḱambos,,4,1970,etymology_db,,
train-a1d8671da9d6c400-01,[rm] giudair [nrf] joui [rm] guder [rm] giodair [rm] galdeir [rm] giuder [mt] gawda [cim] gòdaran,*geh₂widéh₁yeti,,8,1971,etymology_db,,
train-3abbfe67681e5cf1-01,[ca] vèncer [enm] venquysshen,*wi-n-k-,,2,1972,etymology_db,,
train-0a266f27bf3e1266-01,[bi] anis [tpi] anis,*meh₂y-,,2,1973,etymology_db,,
train-5161f171aac218f3-01,[inc-kho] kal [ur] کل [pa] ਕੱਲ੍ਹ [hi] कलोर [or] ଗତକାଲି [or] କାଲି [mag] 𑂍𑂪𑂹𑂯𑂵,*kal-,,7,1974,etymology_db,,
train-14bad7e67c1382d9-01,[af] kaal [wym] kōł,*galw-,,2,1975,etymology_db,,
train-60713452748617f1-01,[ga] cuan [gd] cuan [gv] keayn,*kapno-,,3,1976,etymology_db,,
train-c02b3738f440209a-01,[gd] cuan [mga] cúan [ga] cuain [gd] cuain,*keh₂wp-o-,,4,1977,etymology_db,,
train-214efba7c1895cfd-01,[hy] մարդ [rom] mulo [tr] Mert [en] murth [inc-pra] 𑀫𑀅 [kfr] મુઓ [as] মতা [hi] मुआ [gu] મૂઉં [inc-pra] 𑀫𑀴 [mr] मेले [inc-pra] 𑀫𑀬 [inc-ash] 𑀫𑀢 [khw] بىردو [kok] मेल्लो [kok] मडें [kn] ಮಡಿದ [inc-pra] 𑀫𑀤 [inc-pra] 𑀫𑀟 [inc-pra] 𑀫𑀼𑀤 [pra-niy] 𐨨𐨃𐨡 [pgd] 𐨨𐨂𐨡 [az] mərd [tr] namert,*mr̥tós,,24,1978,etymology_db,,
train-d7e4c0ef9aa1143c-01,[en] schistosomiasis [hu] -ció [en] -sis [vep] -acii [gl] -çom,*-tis,,5,1979,etymology_db,,
train-462c189b08fc8e8a-01,[hy] գորտ [axm] գորտն,*word-,,2,1980,etymology_db,,
train-ff1280f1ddc059c7-01,[tcs] sneik [tpi] snek [rop] jinek [srn] sneki,*sneg-,,4,1981,etymology_db,,
train-29807f41749630bf-01,[it] civetta [fa] گفتن [en] chewet [bqi] گودن,*gewH-,,4,1982,etymology_db,,
train-48cffdd8bfd9ad6e-01,[ga] mair [gd] mair,*merh₂-,,2,1983,etymology_db,,
train-d8636697d31850ce-01,[zh] 玻璃 [hy] փայլ [bn] স্ফটিক [ml] സ്ഫടികം,*(s)pʰel-,,4,1984,etymology_db,,
train-953f4cc18bcfb5da-01,[hi] तन [fa] تن [ur] تن [ba] тән [kk] тән,*tenuh₂-,,5,1985,etymology_db,,
train-36bab09dc7101e20-01,[pa] اسی [pi] asīti [ks] شيٖتھ [dv] އާހި,*oḱtoh₁ḱomt,,4,1986,etymology_db,,
train-94951205d9060868-01,[ur] سو [rom] -ça [mr] सुद्धा [dv] އާއި,*sm̥-gʰé,,4,1987,etymology_db,,
train-b7a4853d3c8ca040-01,[hy] այս [hy] այս,*h₂(e)nsu-yo-,,2,1988,etymology_db,,
train-3679a42333f17674-01,[en] sounder [fi] sondeerata [en] sonder [da] sondere,*swembʰ-,,4,1989,etymology_db,,
train-1447eca09bb73c14-01,[hy] ոռ [sco] ers [gmq-bot] ärshol [sv] arsel,*h₁orsos,,4,1990,etymology_db,,
train-3f6a7e02ad588b12-01,[hi] सास [it] suocera [ast] suegra [es] suegra [ca] sogra [gl] sogra [pt] sogra [mr] सासू [da] sviger- [nb] sviger- [nn] sviger- [kls] isprés [as] শাহু [inc-oas] শাশু [phl] preṣ [ks] ہَش [bn] শাশুড়ি [rom] sasuj [pa] ਸੱਸ,*sweḱrúh₂,,19,1991,etymology_db,,
train-8bd7ed5f640a93b4-01,[hi] साला [ne] साला,*syo(w)ros,,2,1992,etymology_db,,
train-136cb9a538b23655-01,[hi] देर [fa] دیر [bn] দেরী,*dl̥h₁gʰó-,,3,1993,etymology_db,,
train-037a6e0f9c847ff4-01,[kok] देर [hi] देवर [en] leviratical [mr] दीर [kls] diór [trw] دے [ks] درُٛے [ks] دیٛارٕز [ks] دیٛارتھٕر,*dayh₂wḗr,,9,1994,etymology_db,,
train-12eb4f26672c3fbc-01,[hi] लेना [ur] لینا [phl] lháaya [inc-ash] 𑀮𑀥,*lebʰ-,,4,1995,etymology_db,,
train-04023f4af3f6a399-01,[hi] नौकरानी [pa] ਜ਼ਨਾਨੀ [pa] زنانی,*-Hō,,3,1996,etymology_db,,
train-2df8e96192501307-01,[en] pycnometer [es] picnómetro [nl] pyknisch [en] pycno-,*puḱ-,,4,1997,etymology_db,,
train-3c2462910fe9bf3f-01,[pt] duna [enm] toun,*dʰuHnom,,2,1998,etymology_db,,
train-28192292e4b0cf08-01,[th] ไชโย [el] βία [km] ជយោ [hi] जीत [hi] जीतना [lo] ໄຊ [id] jaya [jv] jaya [ms] jaya [pi] jaya [km] ជ័យ [hi] जय हो [inc-pse] 𑀚𑀺𑀢𑁆𑀢 [inc-pra] 𑀚𑀬 [ml] ജയം [en] Jaichand,*gʷey-,,16,1999,etymology_db,,
train-eca8b5b982b8842c-01,[pt] conto [el] κοντός [el] κοντός [el] κοντά [srn] onti [mul] Bikonta [mul] Unikonta [mul] Heterokonta [ota] قونداق,*ḱent-,,9,2000,etymology_db,,
train-146f01d309e0c01b-01,[pt] adular [it] adulare,*ul-,,2,2001,etymology_db,,
train-39e1bda833efb6b6-01,[es] caldear [hi] साल [af] klant [ur] سرد [gu] સાલ [ks] ہَرُد [fa] پارسال [phl] šaraál,*ḱelh₁-,,8,2002,etymology_db,,
train-32a70f5b85f7d26f-01,[gl] anta [it] anta,*h₂énHteh₂,,2,2003,etymology_db,,
train-48c157f494d692ba-01,[es] esprintar [sh] šprint [sh] шпринт,*sprend-,,3,2004,etymology_db,,
train-d6c05ae614ddc8cd-01,[hi] आँसू [raj] आंहू [paq] ānkturu [vgr] અસ્સૂ [doi] अत्थरूं [khw] اشرُو [ks] ऒश,*h₂eḱru,,7,2005,etymology_db,,
train-26a543c3fc5aa664-01,[gv] croo [ga] cruth [gd] cruth,*,,3,2006,etymology_db,,
train-9d7c15e57d73ff3a-01,[en] foetal [hu] -ális [fr] -iel [it] -ale,*-li-,,4,2007,etymology_db,,
train-d14d2381bc2a19fe-01,[en] mease [nb] meis [nn] meis [kls] meṣ,*moysós,,4,2008,etymology_db,,
train-bd723cc110fbf3fb-01,[it] genero [ro] ginere [pt] genro [pt] genro [ca] gendre [fr] gendre [gl] xenro [gl] xenro [ast] xenru [scn] ienniru [scn] jenniru [roa-opt] genrro [fur] zinar [rup] dziniri [kea] jénru [sc] gheneru,*ǵm̥ros,,16,2009,etymology_db,,
train-15abb17330220f25-01,[af] skelet [en] scleroderma [en] sclerotium [el] σκληρός [mul] Sclerospongiae [mul] Scleractinia [en] sclero- [it] sclero- [mul] Scleranthus [mul] Scleria [it] microsclero [kk] скелетон [pl] sklero-,*(s)kelh₁-,,13,2010,etymology_db,,
train-81d2c7f60aa3e4b6-01,[pt] gêmeo [it] gemino [ro] geamăn [rup] dzeamin,*yemH-,,4,2011,etymology_db,,
train-769c618801e4616a-01,[cs] loket [en] liman [fr] limon [da] alen [el] ωλένη [fa] ارش [ota] آرشون [inc-kho] āɽak,*Heh₃l-,,8,2012,etymology_db,,
train-c68dc2dea6947f01-01,[mul] Phaeophyta [mul] phaeo- [it] faio [el] φαιός [en] pheo-,*gʷʰaiso-,,5,2013,etymology_db,,
train-64256d4e2ce7901b-01,[kea] trinta [pap] trinta [pap] trinta [lou] trent,*tri(d)ḱomt,,4,2014,etymology_db,,
train-09e62180300c7666-01,[az] liman [ro] liman [tr] liman [el] λιμένας [ru] лиман [ar] ميناء,*léymō,,6,2015,etymology_db,,
train-b375032ad6f1fe26-01,[fr] salive [gl] seiva [pt] seiva [en] Solovei [en] Salovey [en] Solovay [en] Solovey [en] Salovei [it] scialiva,*solH-,,9,2016,etymology_db,,
train-df5c949174efdebb-01,[es] tejo [el] τέκνο [it] tasso [co] tassu [mul] Taxus [fr] tâter [eo] taksuso [io] taxuso [gl] teixo [pt] teixo [ast] texu [mul] Taxodium [ar] طخش [mul] Cephalotaxus [ca] teix,*teḱ-,,15,2017,etymology_db,,
train-8021707551ba209f-01,[gl] templo [pt] templo,*t(e)mp-lo-s,,2,2018,etymology_db,,
train-5376dc6be6cf86ee-01,[it] templo [it] tempio,*témh₁nos,,2,2019,etymology_db,,
train-5ba2cb8e5ae3196b-01,[it] templo [it] tempio [en] temnospondyl [en] -tomy [ca] -tomia [pl] -tomia [ga] -tóime [en] tomomania [en] syntomic,*tm̥-n-h₁-,,9,2020,etymology_db,,
train-4b11dc0c205ea596-01,[it] turba [cy] torf [cy] twrf [wlm] twryf,*(s)twerH-,,4,2021,etymology_db,,
train-411d307e475e5908-01,[mul] Ricinus [fi] risiini [en] ricinine [en] ricinolein [dlm] drecno [es] rezno [mul] Riciniae,*rik-,,7,2022,etymology_db,,
train-85a8b04e404ce749-01,[en] chionophile [hy] ձյուն [sat] ᱦᱤᱢ [en] isocheim [el] χιόνι [rom] iv [en] chion- [si] හිම [lo] ຫິມະ [en] hiemation,*ǵʰéyōm,,10,2023,etymology_db,,
train-2a95f335a3afb432-01,[ms] Dalmatia [nl] Dalmatië [rgn] Dalmàzia [rgn] Dalmêzia,*dʰeh₁-l-,,4,2024,etymology_db,,
train-d34e7f3efc6e3ae7-01,[en] pomander [en] amrita [zh] 甘露 [gu] અમી [id] amerta [ta] அமிர்தம் [pra-niy] 𐨀𐨨𐨟,*n̥mr̥tós,,7,2025,etymology_db,,
train-7bd85656827ec7be-01,[is] hvönn [fo] hvonn [da] kvan,*ḱwenHdʰ-,,3,2026,etymology_db,,
train-e80da5c987c8735d-01,[sv] söt [gmq-bot] syt [af] soet [gmq-osw] söter,*sweh₂dus,,4,2027,etymology_db,,
