input,output,meaning,num_cognates,cognate_set_id
[hit] ḫuu̯arn- / ḫurn-,*?*h₂u̯erH-,,1,5397
[hit] ḫatku- / ḫatgau-,*h₂edʰ⁽g̑⁾ʰ-,,1,5400
[hit] šuu̯e/a-,*seu̯h₁-,,1,5405
[hit] ārr- / arr-,*h₁erH-,,1,5408
[hit] nai- / ne- / nei̯a-,*nei̯H-,,1,5409
[hit] ar-,*h₃er-,,1,5410
[hit] u̯arša-,*?*h₁u̯ers-,,1,5411
[eng] fly [deu] Fliege [fle] vlieg [nld] vlieg [isl] fluga [far] fluga [nob] flue [dan] flue [elf] flugu [swe] fluga [deu] Flöige [goh] flioga [mid] vliege [ang] flēoge [mid] vlieghe [old] fluga [nor] flue,*?*pleu̯k-,,17,5414
[mid] lem [bre] lemm [bre] lemm [lat] lebma [mid] llym [old] lemm*,*(s)lei̯-,,6,5421
[hit] išḫamai- / išḫami-,*sh₂em-,,1,5422
[xlu] tiu̯at-,*dei̯-,,1,5427
[lat] abscondo [ron] a ascunde [nea] annasconnere [ita] nascondere [lad] ascone [old] asconder [spa] esconder [por] esconder [dal] askóndro [old] escoundre [meg] scúndiri [por] esconder [mil] scùnt,*dʰeh₁-,,13,5431
[deu] gehen [eng] go [nld] gaan [lux] goen [fle] gaan [nob] gå [elf] go [swe] gå [dan] gå [fri] gean [deu] gah [goh] gān [old] gān [mid] gân [ang] gān [mid] gaen [nor] gå,*⁽g̑⁾ʰeh₁-,,17,5432
[xlu] aruti-,*h₂er-,,1,5433
[lav] rūgts [lat] ryugts,*(h₁)reu̯g̑-,,2,5435
[deu] machen [lux] maachen [deu] mache,*mag̑-,,3,5438
[xto] klots [txb] klautso,*k̑leu̯-,,2,5442
[eng] hard [deu] hart [old] hardher [isl] harður [far] harður [nob] hard [dan] hård [nld] hard [lux] haart [fle] hard [swe] hård [fri] hurd [deu] hert [goh] herti [mid] herte [ang] heard [old] hard [mid] hart [old] harðr [got] hardus [nor] hard,*(s)kert-,,21,5449
[prg] auklipts,*klep-,,1,5450
[txb] ṣäṃṣtär,*(s)k̑eNs-,,1,5451
[deu] verstecken [fle] verstaeken [deu] verstecke,*(s)tei̯g-,,3,5454
[xto] koṃ [txb] kauṃ,*k̑eh₂u̯-,,2,5455
[txb] witär,*u̯edʰ(h₁)-,,1,5458
[sqi] re [aln] rẽ,*?*h₃rei̯H-,,2,5484
[txb] aiśtär,*Hei̯k̑-,,1,5527
[txb] wästarye,*(H)u̯ed-,,1,5530
[kho] krui,*kreu̯h₂-,,1,5668
[txb] weṣṣäṃ,*h₂u̯edH-,,1,5815
[txb] śäktālye [xto] śäktālyi,*(s)kedh₂-,,2,5816
[gre] anasanískō [gre] anasánō,*Hi̯eh₁-,,2,5820
[gre] stechnós [ell] stegnós [gre] stegnós,*(s)teg-,,3,5827
[gre] koyntṓ [gre] kountṓ,*h₂ek̑-,,2,5830
[san] tvák,*tu̯ek-,,1,5870
[txb] ṣmare,*smer-,,1,5872
[txb] ṣaläṣṣäṃ* [xto] släṣ,*sel-,,2,5876
"[xlu] k(u)u̯ali-, ku(u̯a)lai-",*kʷelh₁-,,1,5879
[txb] tute,*dʰeu̯H-,,1,5881
[hye] meǰkʿ,*medʰ-,,1,5888
[hyw] hov,*?*p⁽ʰ⁾eu̯H-,,1,5890
[hye] hoł [xcl] hoł [hyw] hoł,*pleh₂-,,3,5892
[xcl] gēǰ,*gʷʰei̯dʰ-,,1,5895
[hyw] ənel [hye] anel [xcl] aṙnem,*h₂er-,,3,5896
[xcl] kam,*gʷeh₂-,,1,5898
[gre] tréchō,*dʰre⁽g̑⁾ʰ-,,1,5909
[gre] nerá [gre] neró,*neu̯-,,2,5912
[gre] paírō [gre] paírrō [gre] epaírō [ell] paírnō,*h₂u̯er-,,4,5916
[gre] kargiá,*k̑erd-,,1,5920
[ave] varah [mid] war [bal] gwar,*h₁u̯erH-,,3,5924
[xcl] lam [hye] lacʿ linel [hyw] lal [sog] rāyt [yag] rōy-,*leh₂-,,5,5946
[hyw] ertʿal,*steh₂-,,1,5948
[xcl] ənkenum,*sengʷ-,,1,5952
[hyw] mtacel [hye] mtacel [mid] medu [cym] meddwl,*med-,,4,5954
[hyw] zist,*sed-,,1,5956
[hye] tʿakʿcʿnel [xcl] tʿakʿowcʿanel,*pteh₂k-,,2,5959
[xcl] harkanem,*h₃erg-,,1,5963
[xcl] əntʿanam,*pet-,,1,5968
[san] dyáuḥ [kam] d′i [kât] d′i [kât] d′ik [kal] dilu [saṇ] diːkâṭ′a,*dei̯-,,6,5975
[xcl] orc(k)am [hye] orckal [kas] rzëgac [hyw] orcal [old] rzygać,*(h₁)reu̯g-,,5,5982
[hye] hast [hyw] hast,*past-,,2,5996
[gre] sérrō [gre] sýrō,*tu̯er-,,2,6013
[lit] brìnkti,*bʰrenk-,,1,6019
[san] pī- (pínva-),*pei̯H-,,1,6053
[hyw] hawkitʿ,*h₂eu̯-i-,,1,6057
[gre] dínō [gaw] ɬik,*deh₃-,,2,6060
[san] sthirá- [pal] thira,*steh₂-,,2,6061
[san] rud- [lav] raudāt [lat] rauduot [bho] ronā [hin] ronā [nep] runu [pal] ríi [ave] uruϑ [mag] ronā [urd] ronā [pal] rodati [pun] roṇā [gaw] riŋūg [pas] wretu [kal] vṛö-,*reu̯dH-,,15,6062
[ell] énas [xto] sas [txb] ṣe [grc] eĩs [gre] e-me [hit] šia- [gre] heĩs [xcl] mi [hye] mi [hyw] mēk [gre] énas [gre] éna [gre] eis [gre] tóna,*sem-,,14,6066
[sqi] vjell [aln] vjell,*u̯elH-,,2,6078
[gre] xýlo,*ksúlo-,,1,6083
"[pol] ďörťă [kas] gòrzczi [chu] gorĭkŭ [pol] gorzki [sor] góŕki [sor] hórki [slo] grenek [ces] hořký [slo] horký [ukr] gìrkij [bel] gorkì [rus] gor'kij [mac] gorčliv [bul] gorčiv [hbs] gorak [old] gorzki, gorki [old] hořký [rus] ɣïrkώj [mac] gurčìf [mac] gurčìf [slo] grenek [slo] grenîak",*gʷʰer-,,22,6086
[sor] činić [gre] poí(g)ō [old] czynić [old] činiti,*kʷei̯-,,4,6096
[bel] pyl [rus] pyl' [pol] pył [ukr] pil,*peu̯H-,,4,6100
[bho] pīsanā [hin] pīsanā [urd] pīsnā [pal] píiṣa [mai] pīsanā [san] piṣ- [kas] pihon [ben] piṣe gum̐ṛo karā [mag] pisanā [pal] piŋsati [kho] peṣik [gaw] peṣik [gaw] pǟṣūg [pun] pīhṇā [vâs] â-vuš- [ass] pim̐hi guri kôrā [kam] pš′a- [kât] pš′a- [kal] piša-,*pei̯s-,,19,6111
[kas] naar [pal] angóor [kho] angaar [gaw] hangar [gaw] äŋār [pas] angor [vâs] ân′eg [kam] âŋ′o [kât] âŋ′o [kât] âŋ′o [kal] ẫi [saṇ] âŋ′â,*Hengl-,,12,6119
[lat] crūs [xcl] srownkʿ [hyw] srowng,*k̑reu̯H-,,3,6120
[san] árbha-,*h₃erbʰ-,,1,6140
[nep] sāno,*(s)legh₂-,,1,6145
[pal] saṇha [san] ślakṣṇá- [oss] lɜǧz [oss] liǧz [yag] lḗxna,*(s)legh₂-,,5,6146
[gre] ápsimo(n),*h₂ep-,,1,6159
[grc] osphraínomai [pal] ghāyati [gre] osphraínomai* [san] jíghra- [mar] vāsa gheṇe [pal] ghróoṇ,*gʷʰreh₁-,,6,6163
[ell] skónī [grc] kónis [gre] kónis* [gre] kourrathtó,*(s)ken(H)-,,4,6166
[gre] ácharo,*g̑ʰer(H)-,,1,6170
[gre] tranós,*terh₂-,,1,6171
[gre] adró,*seh₂-,,1,6172
"[bul] top″l [bel] cëply [ces] teplý [gae] te [sor] śopły [sor] ćopły [mac] topol [pol] ciepły [rus] tëplyj [hbs] topao [slo] teplý [slo] topel [ukr] teplij [chu] toplŭ [sga] tee [gae] teth [gae] çheh [gau] tess(i)-/teđđ(I)- [mid] toem, tomm, tom [pol] teplă [kas] cepłi [nep] tāto [kas] totə [pal] táatu [bre] tomm [bre] tuemm [old] ciepły [old] teplý [rus] téplωj [mac] să stupl′ova [mac] să stupl′owa [slo] topel [gaw] tapa [pas] tod [gaw] tat [mid] tom [lat] tubm [pas] tapik [kam] tâp′i [kât] tap′i",*tep-,,40,6178
[pal] uṇha [san] uṣṇá-,*h₁eu̯s-,,2,6183
[bul] reka [bel] raka [ces] řeka [sor] rěka [sor] rěka [mac] reka [pol] rzeka [rus] reka [hbs] rijeka [slo] rieka [slo] reka [ukr] rìka [chu] rěka [spa] río [por] rio [sar] erríu [cat] riu [pol] rekă [kas] rzéka [old] río [ron] râu [old] rzeka [old] řěka [old] rěka [rus] r′iká [mac] r′ä̀ka [mac] r′ä̀ka [slo] reika [sar] riu [old] riu [por] rio,*h₃rei̯H-,,31,6197
[gre] agéra,*h₂eu̯s-,,1,6202
[gre] límpoyros,*melit-,,1,6209
[gre] ššiátzomai,*s⁽k̑⁾eH-,,1,6211
[gre] chṓnnō,*g̑ʰeu̯-,,1,6212
[gre] roḯzō,*sreu̯-,,1,6221
[gre] réma,*sreu̯-,,1,6222
[gre] kamoulía,*k̑eh₂u̯-,,1,6235
[gre] kroú(g)ō,*kreu̯s-,,1,6239
[gre] (a)ššīporéō,*perh₃-,,1,6242
[gre] sérō [gre] sýrō [gre] sýrnō,*tu̯er-,,3,6249
[gre] syllogískomai,*leg̑-,,1,6258
[gre] epsés [gre] opsé(s),*h₁ep-,,2,6259
[hit] peda- / ped-,*deh₃-,,1,6268
[hit] i̯e/a- [xlu] ā- / āi̯a-,*?*Hi̯eh₁-,,2,6270
[gre] chlío,*g̑ʰlei̯-,,1,6272
[gre] amplékō,*plek̑-,,1,6281
[hit] munnai-,*?*meu̯H-,,1,6290
[hit] ḫuu̯ai- [xlu] ḫui(i̯a)-,*h₂u̯eh₁-,,2,6291
[lit] kartùs [prg] kārtai,*(s)kert-,,2,6293
[hit] šar-,*ser-,,1,6294
[prg] lauxnos,*leu̯k-,,1,6295
[lit] sùkti,*?*seu̯k-,,1,6296
[hit] miliddu- / maliddu- [xlu] malidima/i- [cym] melys [sga] milis [gae] milis [gae] millish [gae] milis [mid] melys [aln] ãmbël [sqi] ëmbël [alb] tambulj,*melit-,,11,6297
[hit] dā- [xlu] lā-,*deh₃-,,2,6299
[xlu] mali- / malai-,*melh₁-,,1,6300
[sqi] bëj [aln] bãj [alb] banja,*bʰeh₂-,,3,6301
[sqi] fsheh [aln] mshef,*?*(s)kep-,,2,6311
[mai] jaṅgadhā [bho] jāṅgh [hin] jāṅgha [mag] jāṅgh [pun] jāⁿgʰ,*g̑ʰengʰ-,,5,6315
[prg] wargan,*u̯ergʰ-,,1,6319
[lit] kvėpúoti,*?*kʷu̯ap-,,1,6321
[pal] čáar,*kʷelh₁-,,1,6325
[prg] aulāut,*?*leh₁-,,1,6326
[lav] darīt [lat] dareit [lit] darýti,*dʰer-,,3,6329
[bul] zelen [bel] zâlëny [ces] zelený [hin] harā [gae] glas [lit] žãlias [sor] zeleny [sor] zeleny [mac] zelen [mar] hiravaṁ [nep] hariyo [pol] zielony [rus] zelënyj [hbs] zelen [slo] zelen [ukr] zelenij [lav] zaļš [chu] zelenŭ [prg] saligan [san] hári- [mai] hariar [urd] harā [grc] chlōrós [sga] glas [gau] glastum [gae] glass [mag] hariar [slo] zelený [mid] glas [gre] chlōrós [kas] zelony [par] zarγōnag [gre] chlōró [lat] zaļš [bho] harihar [bre] glas [bre] glas [old] zielony [old] zelený [old] zelenyi [rus] zelénωj [mac] zil′èn [mac] zil′èn [pal] harita [slo] zelen [slo] ṡelen [sog] zarγōnē [ave] zairi.gaona [kho] gvāysirūna [pun] harā [mid] glas,*g̑ʰelh₃-,,51,6332
[prg] schokis,*k̑eh₁k⁽ʷ⁾o-,,1,6335
[prg] buttan,*bʰu̯eh₂-,,1,6352
[lat] sāta,*?*seh₂(i̯)-,,1,6353
[lav] skriet [lat] skrīt,*?*(s)k⁽ʷ⁾rei̯-,,2,6359
[lit] šlaunìs [cym] clun [yag] surūn [oss] sin [oss] sujnæ [prg] slaunis [mid] clun [kam] c̣′ũ [kât] c̣′ũ [kât] c̣′u [kho] šron,*k̑lou̯ni-,,11,6360
[old] llevar [spa] llevar [por] levar,*h₁legʰ-,,3,6363
[gae] olk,*u̯ĺ̥kʷo-,,1,6365
[sga] ithid,*h₁ed-,,1,6370
[cat] tenir por [nea] tené paura [ita] avere paura [fri] vê pôre [fra] avoir peur [mil] avèch paüra,*peu̯-,,6,6379
"[mid] douguen, doucguen, doen, douen [bre] daougein, daoug- [bre] dougen, doug- [ron] duce [mid] dwyn [old] duc, etc. [mid] don",*deu̯k-,,7,6380
[old] maison [ang] maisun [fra] maison [wal] mohone [old] maisoun,*men-,,5,6407
[por] comprido [por] comprido,*pleh₁-,,2,6414
"[bre] garmad, garm- [mid] garm",*g̑eh₂r-,,2,6421
[ron] bărbat [meg] bărbát,*bʰarsdʰó-,,2,6423
"[bre] toullein, toull- [bre] toullã, toull-",*teu̯k-,,2,6431
[cat] cap [dan] hoved [nld] hoofd [eng] head [far] høvd [fle] hoofd [fri] holle [isl] höfuð [por] cabeça [nob] hode [spa] cabeza [swe] huvud [lat] caput [fri] cjâf [old] hovudh [elf] ovuð [ron] cap [nea] capa [lad] cef [old] chief [ang] chef [old] cabeça [meg] cap [old] cap [dal] kup [goh] houbit [old] hāved [mid] houbet [ang] hēafod [old] hôƀid [mid] hovet [old] hǫfuð [got] haubiþ [por] cabeça [mil] có [nor] hovud,*kap-,,36,6432
[cym] budur [mid] budyr,*gʷeu̯-dʰ-,,2,6437
[sqi] hidhur [aln] hidhur [alb] i tidhur,*h₂ei̯dʰ-,,3,6439
[sga] do·gní [gae] dèan [gae] jannoo [gae] déan,*g̑enh₁-,,4,6440
"[mid] ober ≠ groa, gra [bre] ober ≠ grw-/r- [bre] ober ≠ (gw)ra- [mid] gul, guthyl, gruthyl [lat] gîl, gweel [old] guragun [mid] gwneithur, gwneuthur [cym] (g)neud",*u̯erg̑-,,8,6441
[lad] granel [old] graine [ang] grain [fra] gran [fra] graine [old] grana,*g̑erh₂-,,6,6444
[hyw] sirt [hye] sirt [bul] s″rce [bel] serca [cat] cor [ces] srdce [dan] hjerte [nld] hart [eng] heart [far] hjarta [fle] hart [fra] cœur [fri] hert [deu] Herz [ell] kardiá [isl] hjarta [gae] croí [ita] cuore [lad] cuer [lit] širdìs [mac] srce [pol] serce [por] coração [nob] hjerte [rus] serdce [sar] coro [sar] coro [hbs] srce [slo] srdce [slo] srce [spa] corazón [swe] hjärta [ukr] serce [wal] coûr [hit] ker / kard(i)- [grc] kardía [san] hā́rdi [lav] sirds [lat] cor [chu] srĭdĭce [prg] sīran [gae] cridhe [lux] Häerz [fri] cûr [ave] zərəd [sga] cride [oss] zærdæ [oss] zærdæ [xcl] sirt [xlu] zārt(i)- [gau] crid(io)- [gae] cree [old] hiärta [elf] järta [pal] hadayaṁ [kho] ysärä [gre] kardía [kas] serce [par] zirδ [gre] karkiá [gre] kardía [gre] kargiá [gre] kardía [lat] sirds [nea] core [old] cuer [ang] coer [fra] keuh [old] coraçón [pal] híṛu [mai] hriday [old] serce [old] srdce [old] serdĭce [rus] sérce [mac] strъ̀ci [mac] strъ̀ci [slo] srce [slo] ſerzè [deu] Härz [sog] žyāwar [old] cor [khw] zǝrz [old] cor [gaw] heṛa [kho] hardi [pas] zrra [mid] dil [kum] dil [dal] kur [goh] herza [sar] zord [old] herte [mid] herze [ang] heorte [old] herta [mid] herte [old] hjarta [got] hairto [gaw] hikur [nor] hjerte [por] coração [vâs] z′ir [pas] haaṛ [mil] cör [kam] źâr′a [kât] zar′a [kât] zar′a [kal] zö [saṇ] žid′i [kur] dɨḷ,*k̑erd-,,111,6458
[ita] prendere [old] prendre [ang] prendre [fra] prendre [wal] prinde [fra] prëdré [old] prender [old] prendre [dal] prendár,*gʰed-,,9,6460
[sar] leáre [spa] llevar [por] levar [ron] a lua [meg] lári [por] levar,*h₁legʰ-,,6,6461
[ron] coapsă [nea] coscia [ita] coscia [fri] cuesse [lad] cuessa [ang] cuisse [fra] cuisse [fra] kouésse [cat] cuixa [old] coxa [por] coxa [sar] coscia [sar] coscia [old] cuissa [old] cuixa [por] coxa [old] cuisse,*kok̑s-,,17,6464
[lat] grauis [san] gurú- [grc] barýs [nep] gahruṅgo [ell] barýs [xto] krāmärts [txb] kramartse [pal] garu [ave] gouru° [kho] ggarkhä [gre] barýs [mid] garān [kur] gɨran [par] garān [gre] varýs [gre] varý [gre] varetós [gre] vareío [ron] greu [sar] gráe [pal] ungúru [lat] gryuts [sog] γrān [bal] grān [khw] γark [gaw] ugur [meg] greu̯ [got] kaurus [mil] gréf,*gʷerh₂-,,29,6470
[kas] płakac [chu] plakati (sę) [pol] płakać [sor] płakaś [sor] płakać [ces] plakat [slo] plakať [ukr] plakati [bel] plakac′ [rus] plakat' [mac] plače [bul] plača [hbs] plakati [pol] plokăt [ron] plânge [nea] chiagnere [ita] piangere [sar] prágnere [sar] piánghere [old] płakać [old] plakati [old] plačĭ [rus] plákatɪ [mac] plàčam [mac] plàča [meg] plắnḑiri [dal] pluṅgre [mil] piànc,*pleh₂g-,,28,6484
[bho] kal [urd] kal [mai] kālhi [ben] gatakāl [mag] kāl [mar] kāla [hin] kala [pun] kall [ass] jûwākāli,*kʷelh₁-,,9,6487
[nea] ì ≠ va [old] ir ≠ va [spa] ir ≠ va [por] ir [lad] jì ≠ va [ita] andare ≠ va [sar] andare [old] aler ≠ va [ang] aler [fra] aller ≠ va [wal] aler [fra] alâ [cat] anar [sar] annare [old] anar [old] anar ≠ va [dal] żer [por] ir [mil] andàa ≠ va,*u̯eh₂dʰ-,,19,6492
[ita] affilato [fra] aflâ [cat] afilat [spa] afilado [por] afiado [sar] affiladu [old] afilat [por] afiado [mil] afilà,*gʷʰei̯H-,,9,6495
[spa] muslo,*mūs,,1,6500
"[bul] daleče [bel] dalëka [ces] daleko [sor] daloko [sor] daloko [mac] daleku [pol] daleko [rus] daleko [hbs] daleko [slo] ďaleko [slo] daleč [ukr] daleko [chu] daleče [isl] langt [nob] langt [cat] lluny [sar] lontanu [ita] lontano [wal] lon [fra] loin [por] longe [fri] lontan [swe] långt borta [dan] langt væk [old] langt [elf] launggt brotte [pol] dolĕk [kas] dalek [nea] luntano [old] loing [ang] luin [old] luenne [fra] louë [lad] dalonc [old] daleko [old] daleko, dalecě [rus] daléko [mac] dalèku [mac] dalèku [slo] daleč [slo] dalezh [old] luenh [old] lluny [nor] langt [por] longe [mil] luntàn",*?*delh₁-,,46,6505
[gae] caggey,*?*k̑atu-,,1,6510
[por] perto [por] perto,*pe⁽k̑⁾tu-,,2,6521
[por] ontem [por] ontem,*negʷ-,,2,6523
[fra] cacher [wal] catchî [fra] köshi [sar] cuáre [sar] attaccare,*h₂eg̑-,,5,6526
[gau] aidu-,*h₂ei̯dʰ-,,1,6529
"[old] colaenn [mid] quelyenenn [bre] kelhion, kelhionenn [bre] kelien [sga] cuil [gae] cuileag [gae] quaillag [gae] cuilleog",*⁽k̑⁾u(H)-,,8,6532
[cym] pry [mid] pryf,*kʷr̥mi-,,2,6533
[gae] meas [gae] mess,*med-,,2,6538
[ron] rece [meg] răț,*ken-,,2,6541
[old] ort [ang] ord,*g̑ʰers-,,2,6543
[ron] pământ,*pi̯eh₂-,,1,6547
[bre] moned ≠ Ø- [cym] mynd [lat] môz,*menH-,,3,6550
[sga] téit [gae] téigh,*stei̯gʰ-,,2,6551
[ron] ceață,*⁽k̑⁾eh₂i̯-,,1,6554
[ron] tare,*teh₂li-,,1,6558
[cat] gel [por] gelo [spa] hielo [old] yelo [old] gel [por] gelo,*⁽g̑⁾el-,,6,6560
[pal] mhoóru [ass] môdhur [kam] m′ura [kât] m′ura [kal] mura,*medʰu-,,5,6562
"[sor] wopuš [pol] våpaus, våpois",*peu̯s-,,2,6563
[kho] nāste [yag] nōs-,*h₂nek̑-,,2,6564
[ron] stâng,*steh₂-,,1,6568
[ron] a spune,*tk̑ei̯-,,1,6578
[cat] rentar,*ken-,,1,6582
[hin] lenā [mai] lenā [bho] lenā [urd] lenā [mag] lenā [nep] linu [pun] laiṇā [ass] lôi jûwā,*lembʰ-,,8,6587
[dan] rød [nld] rood [eng] red [far] reyður [fle] rood [fra] rouge [fri] rea(d) [deu] rot [isl] rauður [ita] rosso [lit] raudónas [nob] rød [sar] ruiu [spa] rojo [swe] röd [wal] rodje [grc] erythrós [san] rohitá- [lat] ruber [xto] rtär [txb] ratre [lux] rout [fri] ros [ave] raoiδita [gau] roudos [old] rud(d) [elf] roð [old] rödher [pal] lohita [slo] rdeč [gre] e-ru-ta-ra [mid] ruz [gre] erythrós [umb] rufru [old] roge [ang] ruge [fra] rozho [ron] roșu [nea] russo [pal] lhoílu [bre] ruż [bre] hruż [slo] rdeč [slo] ardèzh [sar] orrúbiu [mid] ruth [lat] rydh [deu] rot [old] rouge [meg] roși [gaw] läu [goh] rōt [old] rād [mid] rôt [ang] rēad [old] rôd [mid] root [old] rauðr [got] rauþs [nor] raud [kal] lailai sta [mil] rùs,*(h₁)reu̯dʰ-,,62,6592
"[aln] djathtë [bul] desen [ita] destro [kas] dačhon [lit] dešinė̃ [sin] dakuṇa [grc] dexiós [san] dákṣiṇa- [nep] dāyām̐ [mai] dahinā [ben] ḍān [hin] dāyām̐ [chu] desnŭ [lat] dexter [fri] diestri [gae] deas [hbs] desni [ave] dašina [sga] des [osc] destrst [umb] destram [gae] deas [ell] dexiós [gau] dexsiuo- [sqi] djathtë [pal] dakkhiṇa [mag] dahīnā taraf [slo] desni [gre] de-ki-si-wo [mac] desen [mid] deho, dechou, dehaou, dehou [gre] dexiós [mid] dašn [par] dašn [gre] deksī́s [gre] dex̌ö́s [gre] deššío [gre] dex̌ió [nea] destro [old] destre [ang] destre [bho] dahinā [pal] deec̣híṇu [urd] dāyān [gae] jesh [bre] dehoù [bre] dehoù [cym] dde [mid] deheu [slo] desni [slo] deſnizhen [old] dehou [dal] dastro [gaw] daačina [mid] dyhow [lat] dihow [gaw] lāc̣im [goh] zesauua [got] taihswa [old] destra [kât] dâći′u [kât] dâći′u [mil] destra",*dek̑s-,,63,6595
[kas] rath [pal] ráat [gaw] rat,*(s)re⁽g̑⁾-,,3,6611
[par] iškift,*skep-,,1,6614
[mid] istaft [fas] seft [maz] seft [bak] seft [del] soft [kur] sıft [tat] seft [bal] sept [raj] sef [sin] tada [kur] sɨft,*stembʰH-,,11,6615
[gre] (t)ranṓ,*terh₂-,,1,6617
[khw] ϑaγd [lar] saxt,*k̑ek⁽ʷ⁾-,,2,6629
[vâs] y′üs [kam] ′üs [kât] i′us [kât] i′us [kal] ius,*i̯eu̯-,,5,6650
[ben] dauṛāno [mai] dauṛanā [bho] dauṛnā [hin] dauṛanā [urd] dauṛnā [kas] drɔṛon [mag] dauranā [nep] dauḍanu [pun] dauṛnā [ass] dôurā,*dreu̯-,,10,6654
[hin] jānā [ben] yāoẏā [mai] jānā [bho] jānā [urd] jānā [nep] jānu [mag] jānā [mar] jāṇe [sin] yanavā [pal] yāti [ass] jûwā [pun] jāṇā,*(H)i̯eh₂-,,12,6655
[kas] gɑtshon [vâs] paz-,*gʷem-,,2,6657
[pal] utráapa [gaw] ɬapik,*dreh₂-,,2,6658
[kam] t′üruk [kât] tâvř′ek [kât] tâvr′ak,*tu̯er-,,3,6665
[sga] ceilid [mid] keles [goh] helan [mid] heln [ang] helan [old] hela [old] helan,*k̑el-,,7,6675
[san] pṛthivī́,*pleth₂-,,1,6681
[kho] śśandā,*k̑u̯eh₁-,,1,6682
[ben] bhejā [hin] bhīgā [mai] bhījal [mag] bhīṅjal [nep] bhijeko [bho] bhīgā,*h₂engʷ-,,6,6683
[fas] xāk [del] χæk [bal] hāk,*h₂eh₁s-,,3,6684
[ron] rău [dal] ri,*(H)reh₁-,,2,6686
[ron] a arunca,*h₃reu̯k-,,1,6693
[ron] a merge,*mesg-,,1,6694
[ron] inimă [meg] íńima,*h₂enh₁-,,2,6700
[ron] a împinge [ita] spingere [sar] ispígnere [sar] spignere [dal] spangro,*peh₂g̑-,,5,6703
[cat] portar [old] portar,*per-,,2,6713
[prg] kupsins,*?*kʷu̯ap-,,1,6715
[wak] yit [gaw] ǰ̣uik [pas] žetaau [kho] žibik [vâs] oya- [kam] i′u- [kât] i′u- [kât] i′u- [kal] ia- [saṇ] i′o-,*i̯eu̯-,,10,6717
"[sga] tech [old] bou-tig [mid] ti, ty [bre] ti [bre] ti [cym] tŷ [gae] taigh [gae] thie [gae] teach [mid] ty [old] tig [mid] chy [lat] tshyi, chei, choy",*(s)teg-,,13,6724
[fas] panǧeh [bak] peng [bal] panǰag [kur] panja [kur] penj [raj] panja,*penkʷe,,6,6725
[sga] imm·rádi,*reh₁dʰ-,,1,6728
[sga] fo·ceird,*kerH-,,1,6729
[gae] ceathrú,"*kʷetu̯or-, *kʷ(e)tu̯r̥-, *kʷ(e)tur-",,1,6732
[gae] can,*⁽k̑⁾an-,,1,6750
[gae] cuir a-mach,*kerH-,,1,6757
[kam] unr′â- [kât] undr′â- [saṇ] undr-,*dreh₂-,,3,6759
[gae] rio [cym] rhew,*preu̯s-,,2,6762
[gae] oonlaghey,*h₂emH-,,1,6768
[kal] niŋa- [saṇ] niŋ′â-,*gʷeh₂-,,2,6774
[gaw] aanda [kam] ân′o bâṭa [kal] andâ [saṇ] ân′âː,*h₁ed-,,4,6775
[raj] ạʋeze,*u̯eg̑ʰ-,,1,6778
[gaw] mušik [vâs] müšüv- [kam] miš′a- [kât] miš′a- [kât] maši′e- [kal] müṣâp č-,*mers-,,6,6784
[kho] haryāsa,*?*ser-,,1,6789
[san] aghá-,*h₂egʰ-,,1,6800
[old] plain [ang] plain,*pleh₂-,,2,6801
[gre] pa-si,*bʰeh₂-,,1,6802
[ron] departe [meg] dipárti,*perh₃-,,2,6803
[old] soto,*sel-,,1,6809
[ita] stare in piedi [por] ficar em/de pé [spa] estar de pie [wal] èsse so pî [fri] stâ in pîts [old] estar de pie [ron] a sta în picioare [cat] estar de peu [lad] sté empé [old] estar dempeus [dal] stuọr in pins [por] ficar em/de pé [mil] stàa in pé,*ped-,,13,6813
[old] repondre [ang] repundre,*tk̑ei̯-,,2,6814
[wal] noukî [old] nousar,*?*neh₃d-,,2,6838
[pal] bistíiṇu [gaw] bisīn [vâs] višt′ir [kam] višt′ař [kât] višt′eř [kât] vašt′eř [kal] vište,*sterh₃-,,7,6840
[pal] maníi [gaw] mänūg [pas] matu,*men-,,3,6841
[lat] globuot,*?*gleh₁bʰ-,,1,6844
[lit] mùšti,*meu̯s-,,1,6845
[prg] kyrteis,*(s)kert-,,1,6846
[cat] feixuc [old] feixuc,*bʰaski-,,2,6848
[hit] peru- / perun-,"*pér-u̯r, *pér-u̯n̥-",,1,6862
[hbs] štap [mac] stap,*(s)kep-,,2,6869
[kho] haraña,*lendʰ-,,1,6874
[deu] Angst haben [deu] Angscht haa [nld] bang zijn [fri] bang wêze,*h₂emg̑ʰ-,,4,6875
[mid] handēšēd [par] andēšēd,*dei̯k̑-,,2,6876
[isl] fara [far] fara [old] fara,*per-,,3,6903
[gaw] ǰaik [kam] giǰ′a ku- [kât] ǰ′a ku- [kât] ǰ′a ku-,"*gʰe-, gʰo-",,4,6922
[pal] kir,*kerH-,,1,6931
[fri] ferbergje [mid] verberghen,*?*bʰergʰ-,,2,6937
[far] renna [deu] rennen [nld] rennen [eng] run [deu] renne [old] renna [ang] iernan [old] renna [got] rinnan,*h₃rei̯H-,,9,6947
[swe] springa [nor] springe,*(s)prengʰ-,,2,6950
