input,output,meaning,num_cognates,cognate_set_id
[Cebuano] largo [Galician] largo [Italian] largo [Portuguese] largo [Spanish] largo [French] large [Norman] large [Old French] large [Galician] lar [Portuguese] lar [Spanish] lar [English] largesse [Romanian] larg [Romansch] larg [Cebuano] larga [Romanian] lasciv [Romanian] alerga [Catalan] llarg [Venetian] łargo [Aromanian] largu [Romansch] lartg [Asturian] llargu [Dalmatian] luarc [Aromanian] alag [Translingual] Lariscus [Friulian] larc [Old Occitan] larc [Chichewa] ulesi,*las-,,28,1001
[Haitian Creole] ren [English] phrenic [English] phren [English] symphronistic [English] phrenospasm [Polish] -frenia [French] hébéphrène,*gʷʰren-,,7,1002
[Tok Pisin] ren [Sranan Tongo] alen,*Hreǵ-,,2,1003
[Afrikaans] bom [English] bung,*bʰudʰ-,,2,1004
[Swedish] kon [English] cone [Galician] cono [Italian] cono [English] conure [English] conodont [Latin] conus [Bulgarian] конус [Kazakh] конус [Translingual] Conurus,*ḱóh₃nos,,10,1005
[English] ken [English] ken [Scots] ken [Middle English] kennen [English] kenning [English] kenning [Yola] ee-kent,*ǵonh₁éyeti,,7,1006
[Dutch] trap [Dutch] trap [Luxembourgish] Trapp [Japanese] トロット,*dreh₂-,,4,1007
[Torres Strait Creole] bon [Tok Pisin] bun [Asturian] feu [Sardinian] feu [Irish] bean [Irish] bain [Galician] feo [Spanish] feo [Indonesian] bahaya [Ternate] bahaya [Scottish Gaelic] biodag [Italian] fedo [Hungarian] föderáció [Mon] ဘဲ [Telugu] భయంకరుడు [Telugu] భయావహము [Telugu] భయోత్పాతము [Telugu] భయోత్పాదకము [Kazakh] федерализм [Danish] føderal [Norwegian Bokmål] føderal [Norwegian Nynorsk] føderal [Norwegian Bokmål] føderasjon [Norwegian Nynorsk] føderasjon [Javanese] bebaya [Konkani] भंय [Kannada] ಭಯೋತ್ಪಾದನೆ [Irish] béim [Vaghri] ભૅ [Burmese] ဘေး [Minangkabau] bahayo [Old Marathi] 𑘥𑘧𑘹𑘽 [Marathi] भें,*bʰeyh₂-,,33,1008
[Tok Pisin] sik [Icelandic] sökka [Pijin] siki [Romanian] usuc [Jamaican Creole] suck-suck [Louisiana Creole French] sicé,*sewg-,,6,1009
[Tok Pisin] lik [Dutch] leek [Icelandic] lækur [Scottish Gaelic] leagh [Manx] lheie [Irish] leáigh [English] Leake,*leg-,,7,1010
[Afrikaans] eend [Portuguese] adem,*h₂énh₂t-,,2,1011
[Tok Pisin] kom [Danish] kam [Norwegian Bokmål] kam [Norwegian Nynorsk] kam [Swedish] kam [Galician] gonzo [Portuguese] gonzo [Uzbek] dum [English] gomphosis [Greek] γόμφος [Faroese] kambur [Icelandic] kambur [Elfdalian] kamb [Old Swedish] kamber [Latin] gomphus [Estonian] kamm [Greek] γοφός [Tok Pisin] konim [Scanian] køm [Galician] golfón [Kazakh] дем,*ǵómbʰos,,21,1012
[Afrikaans] oor [Dutch Low Saxon] oor [Swedish] öra [Danish] øre [Norwegian Bokmål] øre [Norwegian Nynorsk] øre [Icelandic] eyra [Faroese] oyra [Elfdalian] ära [Norwegian Nynorsk] øyra [Norwegian Nynorsk] øyre [Norwegian Nynorsk] øra [Old Swedish] øra [Old Danish] øræ [Westrobothnian] öir [Jamtish] ǿre,*h₂ows-,,16,1013
[Dutch] vaas [English] vase [Norwegian Bokmål] vase [Norwegian Nynorsk] vase [Scottish Gaelic] rach [Irish] Taoiseach [Irish] téigh [Indonesian] vas [Russian] ваза [Uzbek] vaza [Irish] taoiseach [Spanish] vasija [Norwegian Bokmål] kar [Hungarian] váza [Scottish Gaelic] tùs [Manx] toshiaght [Irish] tosach [Irish] tús [Irish] feidhm [Scottish Gaelic] feum [English] transvasation [Irish] túisce [Armenian] վարել [Irish] vása [Middle Irish] téit [English] Weddle [Armenian] վարվել,*wedʰ-,,27,1014
[English] Douglas [Manx] doo [Danish] dum [Irish] dubh [Scottish Gaelic] dubh [English] dumb [English] dumb [Irish] domhan [Scottish Gaelic] domhan [Italian] Tevere [Dutch] Tiber [Afrikaans] doof [Icelandic] Dyflinn [Swedish] dubba [Danish] doven [Norwegian Bokmål] doven [Norwegian Nynorsk] doven [Czech] dabovat [Icelandic] dofinn [Manx] dowan [Translingual] Typhlops [Faroese] dovin [Spanish] Tíber [Westrobothnian] duven [Hindi] डबलिन,*dʰewbʰ-,,25,1015
[Norwegian Bokmål] tape [Norwegian Nynorsk] tape [Faroese] tapa [Icelandic] tapa [Swedish] tappa [Danish] tabe,*dh₂pnéh₂ti,,6,1016
[Danish] stol [Norwegian Bokmål] stol [Norwegian Nynorsk] stol [Old Swedish] stol [Swedish] stol [Icelandic] stóll [Faroese] stólur [Irish] stól,*stāl-,,8,1017
[English] lire [Icelandic] hlýr [Norwegian Nynorsk] ly [Westrobothnian] ly [Faroese] lýggjur,*ḱlews-,,5,1018
[English] lire [Icelandic] hlýr [Norwegian Nynorsk] ly [Westrobothnian] ly [Faroese] lýggjur,*ḱal(w)e-,,5,1019
[Asturian] nalga [Spanish] nalga [English] natch [Italian] natica [Galician] nádega [Portuguese] nádega [Catalan] natja [English] internatal,*not-,,8,1020
[English] spot [English] splot [English] Spofforth,*splt-no-,,3,1021
[English] spot [English] splot [Portuguese] espólio [English] Spofforth,*(s)pel-,,4,1022
[Italian] mezzo [English] medal [Romanian] media [English] maidan [Romanian] maidan [Catalan] mig [English] mediation [Indonesian] medan [Italian] metà [English] moiety [Esperanto] medio [Spanish] medio [Translingual] meso- [English] meso- [Catalan] meso- [Indonesian] meso- [Esperanto] mezo [Venetian] mezo [Spanish] mitad [English] mediate [Irish] mí [French] moitié [Greek] μέσος [English] medius [Portuguese] mear [Papiamentu] mei [Romansch] mez [Romanian] jumătate [Galician] molo [Spanish] mediar [Italian] mediare [Portuguese] média [Papiamentu] meimei [Romanian] miez [Crimean Tatar] meydan [Turkish] meydan [Finnish] mediaani [French] maille [Spanish] medalla [Italian] mezzadro [Lombard] mezz [Maltese] mezz [Portuguese] medalha [English] mesocarp [English] mean [Galician] metade [Portuguese] metade [Portuguese] meio [Kazakh] мезон [Uzbek] maydon [Friulian] mitât [Old French] meitié [German] Mesosphäre [Catalan] meitat [Middle Irish] Mide [Serbo-Croatian] mejdan [Serbo-Croatian] megdan [Serbo-Croatian] мејдан [Bulgarian] мегдан [Macedonian] мегдан [Serbo-Croatian] мегдан [English] mesopodium [Aromanian] njedzu [English] mesogaster [English] mesole [French] métayer [French] mi- [Aromanian] nolgiuc [Bashkir] майҙан [English] Messapian [Portuguese] mealha [Italian] Messapi [Kazakh] майдан [Friulian] mieç [French] méger [Aromanian] nolgic [Aromanian] njedz [Nepali] मा [Italian] medietà [Irish] méisi- [English] mesostich [French] médiété [Konkani] मदी [Ligurian] mêzo [Ashokan Prakrit] 𑀫𑀛 [Galician] mión [Assamese] মাজ [Galician] miúl [Aromanian] giumitati [Kabuverdianu] meiu [Bengali] মাঝ [Indonesian] madya [Occitan] mièg [Italian] mesonefro [Phalura] méeǰi [Jamaican Creole] miggle [Venetian] mesàn [Aromanian] giumãtati [Oriya] ମଝି [Oriya] ମଧ୍ୟ [Bengali] মাইঝ্যাল [ Bengali ] মেঝে [Old Ruthenian] майданъ,*médʰyos,,103,1023
[Asturian] más [Spanish] más [Old French] mes [Aromanian] ma [Friulian] ma [Ido] ma [Istriot] ma [Italian] ma [Ladino] ma [Neapolitan] ma [Serbo-Croatian] ma [Catalan] mai [Friulian] mai [Istriot] mai [Italian] mai [Occitan] mai [Romanian] mai [Norwegian Bokmål] -is [Norwegian Bokmål] fjortis [Fala] mais [French] mais [Indo-Portuguese] mais [Norman] mais [Old French] mais [Old Occitan] mais [Portuguese] mais [Portuguese] mas [Spanish] mas [Catalan] més [Spanish] -es [Friulian] masse [Luxembourgish] mä [Dalmatian] mui [Galician] máis [French] maie [Greek] μα [Norwegian Bokmål] kjendis [Bourguignon] mâs [Norwegian Bokmål] A-kjendis [Norwegian Bokmål] a-kjendis [Megleno-Romanian] mǫnca,*-is,,41,1024
[Guinea-Bissau Creole] neve [Kabuverdianu] nevi [Scottish Gaelic] sneachda [Scottish Gaelic] sneachd [Manx] sniaghtey [Irish] sneachta,*snígʷʰs,,6,1025
[Esperanto] ritmo [Galician] ritmo [Ido] ritmo [Italian] ritmo [Portuguese] ritmo [Spanish] ritmo [English] rhythm [English] rhyme [Finnish] rytmi [French] rythme [Afrikaans] ritme [Dutch] ritme [Indonesian] ritme [West Frisian] ritme [Turkish] ritm [Turkish] ritim [Serbo-Croatian] ritam [English] rhythmus [Irish] rithim [Norwegian Bokmål] rytme [Norwegian Nynorsk] rytme [Bulgarian] ритъм,*sru-dʰmos,,22,1026
[English] né [Norman] naï [English] ni-Vanuatu [Prakrit] 𑀚𑀸𑀬 [Indonesian] jelata [Marathi] झाले [Konkani] जाल्लो,*ǵn̥h₁tós,,7,1027
[English] moustache [English] masticate [Luxembourgish] monter [English] masticatory [Italian] masticare [German] munter [Swedish] mustasch,*mendʰ-,,7,1028
[English] -er [English] -or [Old French] -or [Dutch] -eur [French] -eur [Portuguese] -dor [Spanish] -dor [Aromanian] -tor [Romanian] -tor [Norman] -eux [English] glossator [Irish] -tóir [Manx] -teyr [Japanese] ラブライバー [Japanese] 墓マイラー [Aromanian] -ãtor [Aromanian] -ãtoru [Aromanian] -toru [Papiamentu] -dó [Korean] -러,*-tōr,,20,1029
[English] spear [English] parse [Ladin] pert [Catalan] part [Czech] part [Friulian] part [Ladin] part [Swedish] part [Greek] σφαίρα [French] spare [English] spoor [English] spoor [Italian] sfera [Mirandese] sfera [Polish] sfera [English] partial [French] partial [Asturian] parte [Galician] parte [Catalan] esfera [Galician] esfera [Portuguese] esfera [Spanish] esfera [Aromanian] parti [Tok Pisin] spia [Italian] sperare [English] noosphere [Middle English] spere [Dutch] sfeer [Translingual] Sparidae [Faroese] partur [Icelandic] partur [Albanian] atmosferë [Hungarian] párt [German] Stratosphäre [Spanish] parcialidad [Danish] sfære [Catalan] -sfera [Greek] ατμόσφαιρα [German] Exosphäre [German] Troposphäre [German] Mesosphäre [German] Thermosphäre [Irish] sféar [Irish] páirt [Persian] سپهر [Dalmatian] puart [Irish] spéir [Czech] sféra [Cornish] parth [Welsh] parth [Latin] sphaeroglossa [French] noosphère [Italian] sparaglione [Manx] speyr [Tok Pisin] spiaim [Italian] sparide [Occitan] esfèra [German] Part [Greek] βιόσφαιρα [Latvian] atmosfēra [Indonesian] parsial [Catalan] esparralló,*sperH-,,63,1030
[French] fils [Bourguignon] fi [Tagalog] iho [Picard] fiu [Old Spanish] fijo [Corsican] figliu [Aragonese] fillo [English] Fibonacci [French] fieu [Norman] fieu [Middle French] filz [Luxembourgish] Fils [Spanish] feligrés [Lombard] fiö [Venetian] fìo,*dʰeh₁ylios,,15,1031
[Catalan] tangible [French] tangible [Spanish] tangible [English] thack [Vietnamese] tang [English] intangible [Spanish] intangible [English] thwack [Jamaican Creole] tek [Italian] intangibile [Sranan Tongo] teki [Catalan] pertànyer [Italian] tangibile [Catalan] tastar [Galician] tanguer [Classical Syriac] ܬܓܐ [Finnish] teikata [Greek] ταΐζω,*teh₂g-,,18,1032
[English] akimbo [Icelandic] kengur,*gengʰ-,,2,1033
[Scots] aim [Swedish] imma [Swedish] imma [Faroese] eimur [Icelandic] eimur [Norwegian Nynorsk] eim,*h₁ews-,,6,1034
[Italian] fio [English] fee [Sardinian] pecus [Translingual] Pecora [Sardinian] pegus [Venetian] piègora,*peḱu-,,6,1035
[English] isochronal [English] isogloss [English] isotherm [Indonesian] iso- [Translingual] Isopoda [Icelandic] samsæta [English] isochrony [Swedish] isomorfi [Hungarian] izosztázia [Greek] ίσος [Kazakh] изотоп [Assamese] বি- [Bengali] বি- [Hindi] वि- [Russian] исон [Kazakh] изоморфизм [Marathi] वैतागणे [Polish] izo-,*wi,,18,1036
[English] whale [Middle English] whale [Swedish] val [Faroese] hvalur [Icelandic] hvalur [Norwegian Bokmål] hval [Old Swedish] hval [Galician] escalo [Afrikaans] walvis [Estonian] vaal [Translingual] Squalus [Norwegian Bokmål] kval [Norwegian Nynorsk] kval [Scots] whaul [English] Whalsay [English] Whall,*(s)kʷálos,,16,1037
[French] croc [English] crochet [Louisiana Creole French] craqué [French] escroquer,*gerg-,,4,1038
[Middle Welsh] amyl [English] ample [Catalan] ample [Middle English] ample [Old Portuguese] ancho [Portuguese] ancho [Spanish] ancho [Italian] ampio [Spanish] amplio [Asturian] anchu [Welsh] aml,*h₂emlos,,11,1039
[Romani] amen [Gujarati] અમે [Punjabi] ਅਸੀਂ [Prakrit] 𑀅𑀲𑁆𑀫𑁂 [Konkani] आमि [Khowar] اسپا [Punjabi] اسیں [Saurashtra] ꢂꢪꢶ [Phalura] asíi [Pali] nāsā [Sanskrit] नक्र,*n̥smé,,11,1040
[English] smorgasbord [Polish] smar [Alemannic German] Schmër [German] Schmer,*smérus,,4,1041
[English] dung [English] dung [English] dungeon [English] dungeon [Middle English] donge [Middle English] donge [Middle English] donge [Middle English] donge,*dʰengʰ-,,8,1042
[English] miracle [French] miracle [Maori] merekara [Norman] mithacl'ye [Dutch] mirakel [Polish] mirakl,*(s)meyh₂-,,6,1043
[Indonesian] Adi [Pali] adhi [Balinese] ᬅᬥᬶ,*h₁n̥dʰí,,3,1044
[Italian] trace [Italian] trace [Latin] thrax [Latin] thraex,*dʰr̥h₂-gʰ-yé-,,4,1045
[Indonesian] arti [Indonesian] erti [Indonesian] harta [Javanese] yatra [Indonesian] arta [Khmer] អត្ថ [Khmer] អត្ថប្រយោជន៍ [Balinese] ᬅᬃᬣ [Javanese] ꦲꦂꦠ,*h₁ert-,,9,1046
[English] gene [German] Gen [Danish] gen [Dutch] gen [Greek] γενεά [Hungarian] gén [Kazakh] ген [Hebrew] גן [Greek] γενιά,*ǵenh₁eseh₂,,9,1047
[Antillean Creole] dan [Haitian Creole] dan [Mauritian Creole] ledan [Seychellois Creole] ledan [Papiamentu] djente,*h₃dénts,,5,1048
[English] phenotype [English] phenyl [English] tryptophan [English] pyrophane [English] homophene [English] pheno- [Polish] feno- [English] myophan [Albanian] rrëfej [Cebuano] pansi [English] phenogam [Kazakh] фенотип [English] -phany,*bʰh₂nyéti,,13,1049
[English] yard [Jamaican Creole] yard [Norwegian Bokmål] gard [Norwegian Nynorsk] gard [English] garth [English] garth [Bikol Central] yarda [Jamaican Creole] Yard [Faroese] garður [Icelandic] garður [English] yerd [Danish] gård [Norwegian Bokmål] gård [Swedish] gård [English] Garside [Norn] gart [Scots] yird [Scottish Gaelic] gàrradh [Norman] gardin [Irish] garraí [Irish] uirbeach [Norman] gardîn [Old Swedish] garþer [Scanian] gárð [Norwegian Bokmål] abildgård [Manx] garey,*gʰórdʰos,,26,1050
[Jamaican Creole] yard [English] girth [Bikol Central] yarda [Jamaican Creole] Yard [Esperanto] ĝardeno [Danish] gjord [Swedish] gjord [Asturian] xardín [Friulian] zardìn [Sicilian] jardinu [Icelandic] gjörð [Norwegian Bokmål] gjerde [Norwegian Nynorsk] gjerde [Old Swedish] giurþa [Faroese] gjørð [Westrobothnian] gjäl [Icelandic] gerði [English] Gardham,*gʰerdʰ-,,18,1051
[English] junk [English] junco [Portuguese] junco [Spanish] junco [English] junket [Catalan] junc [Catalan] jonc [French] jonc [Translingual] Juncus [Esperanto] junko,*yoy-ni-,,10,1052
[Bavarian] junk [Cimbrian] junk [Esperanto] juna [French] jeune [Alemannic German] jung [Cimbrian] jung [German] jung [Mòcheno] jung [Turkish] jön [Haitian Creole] jèn [Middle French] ieune [Yiddish] יונג [Central Franconian] jonk [Luxembourgish] jonk [Norman] janne [Alemannic German] jungu [Cimbrian] djung [Alemannic German] jòng [Alemannic German] junhs [Alemannic German] jungà [Walloon] djonne [Louisiana Creole French] jènn,*h₂yuh₁en-,,22,1053
[Bavarian] junk [Cimbrian] junk [Esperanto] juna [German] Junge [Irish] óg [Faroese] ungur [Icelandic] ungur [Danish] ung [Norwegian Bokmål] ung [Norwegian Nynorsk] ung [Swedish] ung [Dutch] jong [Limburgish] jong [Alemannic German] jung [Cimbrian] jung [German] jung [Mòcheno] jung [Scottish Gaelic] òg [Manx] aeg [Middle High German] junc [English] jonkmanskas [Italian] giovenco [Yiddish] יונג [Afrikaans] jonk [Central Franconian] jonk [Luxembourgish] jonk [Alemannic German] jungu [Norwegian Bokmål] yngel [Norwegian Bokmål] yngel [Cimbrian] djung [Alemannic German] jòng [Tok Pisin] yangpela [Alemannic German] junhs [Alemannic German] jungà [Norwegian Bokmål] ormeyngel [Norwegian Bokmål] abboryngel [Norwegian Bokmål] abboryngel [Catalan] jovençà,*h₂yuh₁n̥ḱós,,38,1054
[Plautdietsch] junk [Low German] jung [Polabian] jungĕ,*yuwn̥kós,,3,1055
[English] adenine [Portuguese] adenoma [Translingual] Adenophorea [English] adeno- [Italian] adeno- [Spanish] adeno- [Esperanto] adenito [Greek] αδένας [Irish] adana- [Irish] adainín [Irish] adanóma [English] adenocystic [Kazakh] аденин,*h₁engʷḗn,,13,1056
[English] adenine [Portuguese] adenoma [Translingual] Adenophorea [English] adeno- [Italian] adeno- [Spanish] adeno- [Esperanto] adenito [Greek] αδένας [Irish] adana- [Irish] adainín [Irish] adanóma [English] adenocystic [Kazakh] аденин,*n̥gʷḗn,,13,1057
[Dutch] -ie [French] -ie [French] -ie [Middle English] -ie [Middle High German] -ie [Old French] -ie [English] -y [Esperanto] -io [Ido] -io [Ido] -io [German] -ei [English] -cy [English] -cy [Dutch] -ij [Dutch] -ij [Latvian] -ija [Latvian] -ija [Lithuanian] -ija [Lithuanian] -ija [Serbo-Croatian] -ija [Serbo-Croatian] -ija [Slovene] -ija [Slovene] -ija [German] -ien [German] -ien [Translingual] -ia [Translingual] -ia [English] -ia [English] -ia [Interlingua] -ia [Interlingua] -ia [Italian] -ia [Polish] -ia [Norwegian Bokmål] abbedi [English] panmixia [Indonesian] hipotermia [Spanish] hipotermia [English] panmictic [Translingual] Claytonia [Urdu] ـی [Hindi] -ई [Spanish] escalesia [Russian] -ия [Russian] -ия [Irish] útóipe [Irish] útóipe [Assamese] -ঈয়া [Irish] Útóipe [Irish] Útóipe [Indonesian] hipotermi [Turkish] hipotermi [English] langloisia [Polish] -gnozja [Translingual] Dawsonia,*-h₂,,54,1058
[Scots] -ie [English] -y [English] -y [Norwegian Bokmål] -ig [Norwegian Bokmål] -ig [English] -ic [Norwegian Bokmål] abbedverdighet [Norwegian Bokmål] abbedverdighet [Urdu] ـی [Hindi] -ई,*-kos,,10,1059
[French] gland [Romanian] gland [Norwegian Bokmål] glans [Norwegian Nynorsk] glans [Czech] žalud [Russian] гланда [Greek] βελανίδι [Ido] glano [Ido] glano [English] balanoposthitis [Romanian] ghindă [Italian] balano [Greek] βάλανος [Aromanian] gljindã [Spanish] bálano [Translingual] Balanus [English] balanic [Spanish] landre [Turkish] palamut,*gʷelh₂-,,19,1060
[English] triclavianism [Slovak] klavír [English] enclave [English] autoclave [Sardinian] crai [Rohingya] sabí [Romanian] cheie [Aragonese] clau [Serbo-Croatian] čavao [German] Klaviatur [Haitian Creole] kle [Serbo-Croatian] чавао [Assamese] চাবি [Bengali] চাবি [Marathi] चावी [Ido] klavo [Ido] klovo [Sicilian] ghiovu [Sicilian] ghiou [Esperanto] klavikordo [Occitan] clavèl [Dalmatian] cluf [Maltese] ċavetta [Ido] klefo [Aromanian] cljai [Danish] klaviatur [Oriya] ଚାବି [Cemuhî] kilé [Kazakh] автоклав [Haitian Creole] klou [Wolof] caabi [Sylheti] ꠌꠣꠛꠤ [Franc-Comtois] çhè [Mauritian Creole] lakle [Seychellois Creole] lakle [Galician] choiar [Tetelcingo Nahuatl] yöbi̱ [Mansaka] yabi [Papiamentu] yabi [Kabuverdianu] tchabi [Kabuverdianu] txabi [Kabuverdianu] xave [Afrikaans] krabbetjie,*(s)kleh₂w-,,43,1061
[English] member [Scots] member [Spanish] miembro [English] merus [Czech] maso [Esperanto] membro [Catalan] membre [Occitan] membre [English] meros [Greek] μηρός [Romanian] membru [Cebuano] miyembro [Asturian] miembru [Luxembourgish] Member [Welsh] mymryn,*mḗms,,15,1062
[English] scold [Faroese] skald [Polish] skald [Serbo-Croatian] skald [Slovak] skald [Swedish] skald [Icelandic] skáld [Danish] skjald,*skeldʰ-,,8,1063
[Esperanto] deci [Czech] docent [Greek] δέχομαι [Greek] δείπνο [Kriol] teil,*deḱ-,,5,1064
[English] uterine [Czech] uterus [Indonesian] uterus [Galician] útero [Portuguese] útero [Spanish] útero [Italian] utero [Catalan] úter,*úderos,,8,1065
[Guinea-Bissau Creole] tera [Papiamentu] tera [Papiamentu] tera [Translingual] tarsier [English] tarsier [Haitian Creole] tè [Mauritian Creole] later [Seychellois Creole] later [Danish] torsk [Norwegian Bokmål] torsk [Norwegian Nynorsk] torsk [Swedish] torsk [English] thirst [Afrikaans] dors [Icelandic] þyrstur [Welsh] tir [Scottish Gaelic] tìr [German] Dorsch [Icelandic] þorskur [Icelandic] þorsti [Faroese] toskur [Faroese] tystur [Faroese] tosti [Polish] dorsz [Swedish] törst [Irish] tír [Norwegian Bokmål] tørst [Norwegian Bokmål] tørst [Norwegian Nynorsk] tørst [Irish] trosc [Manx] çheer [Haitian Creole] latè [Swedish] tass [English] terre-tenant [English] terre-verte [Norwegian Bokmål] tørke [Norwegian Nynorsk] tørke [Norwegian Nynorsk] tørke [Norwegian Bokmål] tørste [Norwegian Nynorsk] tørste [Norwegian Nynorsk] tørste [Low German] Döst [Icelandic] þorna [English] Tierra Amarilla [English] Terreneuvian [Westrobothnian] törkes [English] Terrebonne Parish [Kabuverdianu] téra [English] Terre Haute,*ters-,,49,1066
[English] oat [Scots] ait [Yola] oathès,*h₁eyd-,,3,1067
[Indonesian] harga [Javanese] rega [Bikol Central] halaga [Tagalog] halaga [Waray-Waray] halaga [Lao] ລາຄາ [Thai] ราคา [Hindi] आघ,*h₂elgʷʰ-ós,,8,1068
[Scots] gum [Norwegian Bokmål] gutt [Faroese] goyggja [Danish] gø [Italian] guitto [Norwegian Bokmål] gjø,*ǵʰeh₂w-,,6,1069
[English] achluophobia [English] achluophobic,*h₂eǵʰlu-,,2,1070
[Tat] di [Persian] ده [Hindi] दास [Balinese] ᬤᬵᬲ [Pali] dāsa,*des-,,5,1071
[Spanish] anda [Galician] andas,*h₂em-,,2,1072
[English] totter [Aromanian] dor [Romanian] dor [English] dolus [French] dol [Faroese] tjaldur [Icelandic] tjaldur [Dutch] tölten [Italian] dolo [Spanish] dolo [Danish] tølt [Scots] chalder [Norwegian Nynorsk] tjeld [English] tolter [Finnish] tiltata [Norn] chaldro,*del-,,16,1073
[Papiamentu] sa [Papiamentu] sa [Chinese Pidgin English] savvy [Chavacano] sabor [English] Sabir [Kabuverdianu] sabe [Guinea-Bissau Creole] sibi [Krio] sabi [Nigerian Pidgin] sabi [Papiamentu] sabi [Papiamentu] sabi [Sranan Tongo] sabi [Macau Pidgin Portuguese] 撒㗑 [Haitian Creole] savé,*seh₁p-,,14,1074
[Sranan Tongo] sa [Yola] shell [Danish] skulle [Norwegian Bokmål] skulle [Norwegian Nynorsk] skulle [Norwegian Nynorsk] sku [Swedish] skola [Icelandic] skulu [Faroese] skula [Old Swedish] skula [Norwegian Nynorsk] skulla [Serbo-Croatian] šel [Serbo-Croatian] шел,*skel-,,13,1075
[Arabic] الكويت [Dutch] koto [Sranan Tongo] koto [Taos] kùti’ína [Pashto] کوټ,*gʷewd-,,5,1076
[Danish] over [Norwegian Bokmål] over [Norwegian Nynorsk] over [Swedish] över [Icelandic] yfir [Faroese] yvir [Swedish] över- [Serbo-Croatian] iber [English] Uber,*upéri,,9,1077
[English] algolagnia [English] -algia [Italian] -algia [Portuguese] -algia [Spanish] -algia [Maltese] reliġjon [Russian] религия [English] veisalgia [Romanian] religie [English] algo- [Ladino] relijion [English] -algy [English] antalgic [English] alginuresis [Greek] άλγος [Greek] αλγολαγνεία [Tok Pisin] relisen,*h₂leg-,,17,1078
[Scottish Gaelic] deur [Greek] δάκρυ [Irish] deoir,*dáḱru,,3,1079
[Tok Pisin] lok [Tok Pisin] lok [Norman] litter [English] luxe [English] luxe [Dutch] luxe [Dutch] luxe [Icelandic] Loki [Translingual] Loxodonta [Spanish] lucha [Spanish] lujo [Spanish] lujo [Italian] lotta [Romanian] luptă [French] lutte [Portuguese] luta [Danish] luksus [Danish] luksus [Finnish] luksus [Finnish] luksus [Norwegian Bokmål] luksus [Norwegian Bokmål] luksus [Norwegian Nynorsk] luksus [Norwegian Nynorsk] luksus [Polish] luksus [Polish] luksus [Serbo-Croatian] luksus [Serbo-Croatian] luksus [Albanian] luftë [Friulian] lote [Serbo-Croatian] luksuz [Serbo-Croatian] luksuz [Icelandic] lúxus [Icelandic] lúxus [Ternate] rugi [Thai] โรค [Hungarian] luxus [Hungarian] luxus [Hindi] रोग [Danish] Loke [Norwegian] Loke [Swedish] Loke [Danish] lukke [Norwegian Bokmål] lukke [Irish] Láca [Albanian] luftoj [Catalan] lluita [Translingual] Loxia [Asturian] lluchar [Aromanian] alumtu [English] luthern [Middle French] luitter [Romansch] lotga [Romansch] luotta [Romansch] lutga [Aromanian] alumtã [Swedish] lyx [Swedish] lyx [Asturian] llucha [Galician] loita [Icelandic] lykja [Lao] ໂລກ [Aromanian] ljuftã [Khmer] រោគ [Shina] रोक [Greek] λυγίζω [Tagalog] lugi [Scanian] lákke [Ligurian] lùsso [Ligurian] lùsso [Translingual] Lygodium [Bengali] রোগ [Kashmiri] روٗگ [Malayalam] രോഗം,*lewg-,,74,1080
[Afrikaans] bier [Breton] bier [Norwegian Bokmål] bever [Norwegian Nynorsk] bever [Cimbrian] bira [Spanish] birra [Faroese] bjór [Icelandic] bjór [Icelandic] bjór [Sakizaya] bilu [Taivoan] bilu [Min Nan] bih-luh [Min Nan] bì-luh [Irish] beoir [Albanian] birrë [Bulgarian] бира [Danish] bæver [Min Nan] bì-lù [Westrobothnian] bjur [Cimbrian] biira [Norwegian Nynorsk] bjor [Norwegian Nynorsk] bjor [Polish] birofil [Polish] birofilia,*bʰews-,,24,1081
[Irish] fiú [Translingual] Eukaryota [Scottish Gaelic] fiù [Kazakh] евгеника,*h₁wésus,,4,1082
[Kholosi] hat [Indonesian] hasta [Rohingya] hát [Garhwali] हाथ [Hindi] हाथ [Nimadi] हाथ [Old Gujarati] हाथ [Oriya] ହାତ [Assamese] হাত [Bengali] হাত [Chakma] 𑄦𑄖𑄴 [Konkani] हात [Malvi] हात [Marathi] हात [Nepali] हात [Punjabi] ਹੱਥ [Gujarati] હાથ [Kachchi] હથ [Balinese] ᬳᬲ᭄ᬢ [Khowar] هوست [Khowar] ھوست [Phalura] haát [Punjabi] ہتھ [Sindhi] ھٿ,*ǵʰes-,,24,1083
[Tok Pisin] hat [Sranan Tongo] ati [Serbo-Croatian] kaciga [Serbo-Croatian] кацига [Italian] cassida [Italian] cassidide,*kadʰ-,,6,1084
[Asturian] vera [Spanish] vera [Greek] βέρα [Italian] ghiera,*weyh₁ros,,4,1085
[Indonesian] hemi- [Polish] hemi- [Translingual] Hemitragus,*sēmi,,3,1086
[English] sperm [Norwegian Bokmål] sperm [English] spermatozoon [French] sperme [Latvian] sperma [Norwegian Bokmål] sperma [Norwegian Nynorsk] sperma [Esperanto] spermatozoo [Norwegian Bokmål] spermie [Norwegian Nynorsk] spermie [Greek] σπέρμα [Armenian] սպերմա [Polish] aspermia [German] Sperma [Esperanto] spermo [English] spermophyte [Translingual] Spermatophyta [Translingual] Spermophilus [Italian] -spermia [English] boneseed [Italian] spermazio,*spérmn̥,,21,1087
