input,output,meaning,num_cognates,cognate_set_id
[Norwegian Nynorsk] miga [Khowar] مک [Sanskrit] मेहति [Shina] म्योनॊ [Norwegian Nynorsk] mige,*h₃méyǵʰeti,,5,2760
[Dutch] manco [Italian] manco [Portuguese] manco [Spanish] manco [Latin] mancus,*mh₂n-ko-,,5,2761
[Norwegian Bokmål] skole [Norwegian Bokmål] abnormskole,*sǵʰ-h₃-léh₂,,2,2762
[Latin] omentum [Breton] amann [Manx] eeym [Welsh] ymenyn,*h₃éngʷn̥,,4,2763
[Lithuanian] lenta [Albanian] lëndë,*lenteh₂,,2,2764
[Ancient Greek] κενός [Greek] κενός [Old Armenian] սին,*ḱen-,,3,2765
[Latin] iuxta [Italian] iugero [Latin] iugerum [Sanskrit] योगस्,*yéwgos,,4,2766
[Albanian] ther [Albanian] thërrmoj [Albanian] këthap,*ḱeh3-(i-),,3,2767
[Italian] membro [Portuguese] membro,*memso-,,2,2768
[Persian] بره [Sanskrit] उरण [Malay] biri-biri [Ancient Greek] ἀρήν [Tajik] барра [Old Armenian] գառն [Latin] vervex [Bashkir] бәрәс [Ancient Greek] εἶρος [Ossetian] уӕрыкк [Sardinian] arveghe,*wr̥h₁ḗn,,11,2769
[French] maint [Old French] maint,*monegʰ-,,2,2770
[Ancient Greek] Αἴολος [Ancient Greek] αἰόλος,*welwel-,,2,2771
[Lithuanian] gesti [Lithuanian] gadinti orą,*g(ʷ)edʰ-,,2,2772
[Lithuanian] gesti [Ancient Greek] σβέννυμι [Latvian] gaist [Russian] гаснуть [Tocharian A] käs- [Tocharian B] käs- [Latvian] dzēst,*(s)gʷes-,,7,2773
[Spanish] caricatura [Cebuano] karo [Galician] carreira [Portuguese] carreira,*kr̥s-o-,,4,2774
[Romanian] mândru [Russian] мудрый,*mondʰh₁ros,,2,2775
[Old English] munan [Latin] memini [Ancient Greek] μέμονα,*memóne,,3,2776
[Czech] dutý [Polish] dąć [Lithuanian] dumti [Ossetian] дымын,*dʰemH-,,4,2777
[English] tantra [Assamese] তাঁত,*ten-tlo-/*tn̥-tlo-,,2,2778
[Polish] tantra [Sanskrit] तन्त्र,*téntlom,,2,2779
[Danish] myre [Papiamentu] fruminga [Papiamentu] vruminga,*morwi,,3,2780
[Lithuanian] kruša [Ancient Greek] κρούω [Tocharian A] kärn- [Tocharian B] kärn-,*krows-,,4,2781
[Russian] железа [Old Armenian] գեղձք,*gʰelǵʰ-,,2,2782
[Icelandic] hvolpur [Faroese] hvølpur,*(s)kʷAl-,,2,2783
[Icelandic] hvolpur [Faroese] hvølpur,*(s)kale-,,2,2784
[French] falaise [Norman] falaise [Italian] falesia,*pelis-,,3,2785
[Italian] scindere [Latin] scindo [Norwegian Bokmål] abscisse [Ashkun] ćina [Waigali] ćina [Sanskrit] छिनत्ति [Norwegian Bokmål] abscisseakse,*skinédti,,7,2786
[Slovene] žolč [Polish] żółć [Russian] желчь,*ǵʰlh₃-,,3,2787
[Latgalian] kauls [Latvian] kauls [Ancient Greek] καυλός [Lithuanian] kaulas,*keh₂ulós,,4,2788
[Old Armenian] գիշեր [Portuguese] azeviche [Avestan] 𐬑𐬴𐬀𐬞𐬀𐬥 [Avestan] 𐬑𐬴𐬀𐬞 [Galician] acibeche,*kʷsep-,,5,2789
[Greek] αλάτι [Greek] αλιεία,*séh₂l-,,2,2790
[Ancient Greek] βλέπω [Ancient Greek] βλέφαρον,*gʷlep-,,2,2791
[Greek] κάνω [Ancient Greek] κάμνω [Ancient Greek] κομέω,*kem(H)-,,3,2792
[English] rud [Middle English] ruden [Latin] rubeo [Old Polish] rdzieć,*h₁rudʰéh₁ti,,4,2793
[Persian] جشن [Urdu] جشن [English] jentacular [Middle Persian] yẕdʾn' [Avestan] 𐬫𐬀𐬰𐬀𐬙𐬀 [Sanskrit] यजति [English] yasht [Sanskrit] यज्यु [Sanskrit] यज् [Sanskrit] यजत,*h₁yaǵ-,,10,2794
[Albanian] zjarr [Albanian] zjarm,*gʷʰer-mós,,2,2795
[Russian] кашель [Dutch] hoesten [Russian] кашлять [Irish] casacht [Hindi] खाँसना [Hindi] खाँसी [Sanskrit] कासते [Assamese] কাহ [Ukrainian] кашляти,*kʷeh₂s-,,9,2796
[Dutch] vlo [Icelandic] fló [Old Norse] fló [Old English] fleah [Yiddish] פֿלוי,*plówkos,,5,2797
[Albanian] shteg [Albanian] shteg,*stóygʰos,,2,2798
[Welsh] cau [Breton] kêr [Latin] caulae [Sanskrit] कक्ष,*kagʰ-,,4,2799
[Icelandic] drjúpa [Ancient Greek] θρόος,*dʰreu-,,2,2800
[Albanian] verë [Albanian] venë,*woy(h₁)neh₂-,,2,2801
[English] ing [Ancient Greek] ἄγκος [Sanskrit] अङ्कस् [Latin] ancus [Latin] ancus [Old Armenian] անկիւն [Georgian] ანკესი,*h₂énkos,,7,2802
[Ancient Greek] Κύκλωψ [Translingual] Cyclops,*pḱú-klōps,,2,2803
[Ancient Greek] Δελφοί [Ancient Greek] δελφύς [Ancient Greek] δελφίς [Hindi] गर्भवती [Avestan] 𐬔𐬀𐬭𐬆𐬡𐬀 [Ancient Greek] δέλφαξ,*gʷelbʰ-,,6,2804
[Norwegian Bokmål] -isme [Norwegian Bokmål] absolutisme [Norwegian Bokmål] veganisme [Ancient Greek] -μός [Norwegian Bokmål] Donaldisme [Norwegian Bokmål] absurdisme [Norwegian Bokmål] abolisjonisme,*-mos,,7,2805
[Ancient Greek] Γίγας [Albanian] gogël,*gag-,,2,2806
[Welsh] cerdded [Ancient Greek] κέρδος [Manx] keird [Old Irish] cerd [Manx] keirdagh [Old Irish] foceird [Sanskrit] छर्दति [Manx] keirdaght,*kerd-,,8,2807
[Icelandic] þess [Old Norse] þess,*tósyo,,2,2808
[Latin] piger [Latin] pignus [Latin] piget [English] fike [Latin] pigeo [Old English] fician [Icelandic] feikn [Faroese] fokn,*peyǵ-,,8,2809
[Welsh] taw [Irish] clois,*teh₂ws-,,2,2810
[Pali] issati [Tocharian B] arṣāklo,*ers-,,2,2811
[Russian] жечь [Old Church Slavonic] жещи [Serbo-Croatian] žeći [Sanskrit] दहति [Serbo-Croatian] жећи [Persian] داغ [Albanian] djeg [Tocharian B] tsäk- [Latvian] degt [Sudovian] degt [Lithuanian] degti [Polish] żec [Macedonian] жеже [Bengali] দাগ,*dʰégʷʰeti,,14,2812
[Italian] solco [Spanish] surco [Catalan] solc [Romanian] sulc,*solk-o-,,4,2813
[Latin] aio [Latin] axo [Ancient Greek] ἠμί [Tocharian B] aksaṣṣuki [Tocharian A] āks- [Tocharian B] āks-,*h₁eǵ-,,6,2814
[Swedish] siffra [Indonesian] sunyi [Sanskrit] शून्य,*ḱówH-,,3,2815
[Gaulish] cambios [Portuguese] câmbio [Ancient Greek] σκαμβός,*(s)ḱamb-,,3,2816
[Czech] čirý [Polish] szczery,*(s)kei̯ro-,,2,2817
[Serbo-Croatian] krak [German] Krake [Bulgarian] крак,*kr(o)k-sko,,3,2818
[Ancient Greek] σκηνή [Albanian] hije [Ancient Greek] σκιά [Sanskrit] छाया [Tocharian B] skiyo [Hindi] छाँव [Marathi] सावली [Ashokan Prakrit] 𑀙𑀸𑀬𑀸 [Ancient Greek] σκίη [Urdu] چھاؤں,*(s)ḱeh₃ih₂,,10,2819
[Russian] стезя [Ukrainian] стезя,*stigʰeh₂,,2,2820
[Latin] hio [Polish] ziać [Lithuanian] žiovauti,*ǵʰh₁i-eh₂-,,3,2821
[Russian] бой [Ukrainian] бій,*bʰoyh₂ós,,2,2822
[Serbo-Croatian] bedro [Serbo-Croatian] бедро,*bʰedʰros,,2,2823
[Norwegian Bokmål] komparativ [Norwegian Bokmål] absolutt komparativ,*perH-,,2,2824
[Italian] porca [Latin] porca [Sanskrit] पर्शान,*pr̥ḱeh₂,,3,2825
[Icelandic] ópíum [Slovak] ópium [Marshallese] wōpiem̧ [Marshallese] opiem̧,*swokʷos,,4,2826
[Indonesian] arsen [Indonesian] arsenik [Malay] arsenik [Irish] arsanaic,*ǵʰelh₃i,,4,2827
[Indonesian] dwi- [Malay] dwi- [Indonesian] dwi [Malay] dwi,*dwó,,4,2828
[Old Church Slavonic] жито [Russian] жито [Serbo-Croatian] жито,*gʷeyh₃tom,,3,2829
[German] Zähre [Ancient Greek] δάκρυ [Old Irish] dér [Danish] tåre [Old Armenian] արտօսր [Irish] deoir,*dáḱru,,6,2830
[Serbo-Croatian] бости [Serbo-Croatian] bosti,*bʰodʰ-,,2,2831
[Old Church Slavonic] говорити [Serbo-Croatian] говорити [Slovak] hovoriť [Czech] hovořit,*gow(H)-,,4,2832
[Latin] catus [Ancient Greek] κατάνη,*ḱh₃tós,,2,2833
[Old Church Slavonic] кръма [Latin] cremor [Sanskrit] करम्भ [Ancient Greek] κορέννυμι,*ḱerh₃-,,4,2834
[Albanian] kep [Albanian] kmesë,*kop(H)-,,2,2835
[Old Church Slavonic] щитъ [Czech] štít [Slovak] štít [Polish] szczyt [Slovene] ščit [Macedonian] штит [Serbo-Croatian] штит,*skeytom,,7,2836
[Italian] rugiada [French] rosée [Romanian] rouă [Catalan] rosada,*Hroseh₂,,4,2837
[Old Church Slavonic] свинъ [Russian] свиной [Polish] świni [Old Ruthenian] свинѧ [Old Ruthenian] свиный,*suHiHnos,,5,2838
[Old Church Slavonic] вратити [Serbo-Croatian] вратити [Czech] vrátit [Serbo-Croatian] vratiti [Polish] wrócić [Slovak] vrátiť [Russian] воротить [Old Irish] dofortai [Marathi] वाटणे,*wortéyeti,,9,2839
[Catalan] abrigar [Spanish] abrigar [Danish] vrang,*werk'-,,3,2840
[Latin] -ve [Ancient Greek] ἤ [Lithuanian] vėl [Sanskrit] वा [Kannada] ವಾ [Avestan] 𐬬𐬁,*-wē,,6,2841
[Greek] κλείνω [Ancient Greek] κλείω,*kleh₂uyeti,,2,2842
[Norwegian Bokmål] topp [Norwegian Bokmål] grantopp,*dewmb-,,2,2843
[Latin] rudo [Pali] rodati [Hindi] रोना [Albanian] ryej [Old English] reotan [Sanskrit] रुद् [Lithuanian] raudoti [Sanskrit] रोदिति [Shina] रोनॊ [Bulgarian] ридая,*HrewdH-,,10,2844
[Galician] lombo [Portuguese] lombo,*lendhw-,,2,2845
[Norwegian Bokmål] ønske [German] wünschen [Polish] winszować,*wun-,,3,2846
[Icelandic] skjöldur [Norwegian Bokmål] skjold [Norwegian Nynorsk] skjold [Swedish] sköld [Gothic] 𐍃𐌺𐌹𐌻𐌳𐌿𐍃,*(s)keit-,,5,2847
[Norwegian Bokmål] vern [Norwegian Bokmål] abc-vern [Norwegian Bokmål] ABC-vern,*-nis,,3,2848
[Serbo-Croatian] šiti [Slovene] šiti,*syew-,,2,2849
[Italian] aspro [Galician] áspero [Portuguese] áspero [Spanish] áspero [Romanian] aspru,*h₂esp-,,5,2850
[Serbo-Croatian] zvijer [Bulgarian] звяр [Serbo-Croatian] zvir [Serbo-Croatian] звијер,*ǵʰweh₁r,,4,2851
[Czech] nízký [Serbo-Croatian] nizak [Russian] низкий [Serbo-Croatian] низак [Slovak] nízky [Macedonian] низок [Slovene] nizek [Ukrainian] низький,*ni-,,8,2852
[Czech] suchý [Slovak] suchý [Lower Sorbian] suchy [Upper Sorbian] suchi,*sh₂ewsos,,4,2853
[Latin] crudus [Sanskrit] क्रूर,*kruh₂rós,,2,2854
[Serbo-Croatian] zobati [Russian] забота,*gab-,,2,2855
[Czech] budit [Polish] budzić [Serbo-Croatian] buditi [Serbo-Croatian] будити [Polish] obudzić [Sanskrit] बोधयति [Pali] bodheti,*bʰowdʰéyeti,,7,2856
[Serbo-Croatian] crpsti [Serbo-Croatian] crpiti [Serbo-Croatian] црпсти [Serbo-Croatian] црпити,*krp-,,4,2857
[Serbo-Croatian] taknuti [Welsh] twll [Russian] точить [Ancient Greek] τύκος,*(s)tewk-,,4,2858
[Serbo-Croatian] žrtva [Russian] жертва [Ukrainian] жертва [Macedonian] жртва [Serbo-Croatian] жртва [Lithuanian] giria,*gʷrH-,,6,2859
[Tocharian A] ytār [Tocharian B] ytārye,*h₁éytr̥,,2,2860
[Old Church Slavonic] мльнии [Old Church Slavonic] млъньи [Old Church Slavonic] мльньи,*mldʰ-n-,,3,2861
[Old Church Slavonic] балии [Old Church Slavonic] бальи,*bʰeh₂-dʰl-,,2,2862
[Ancient Greek] οἶνος [Hittite] 𒃾𒅖 [Aghwan] 𐕔𐔼,*wéyh₁ō,,3,2863
[Persian] جاری [Sanskrit] यातृ [Ancient Greek] ἐνάτηρ [Old Armenian] նէր [Latin] janitrices [Konkani] जाव,*h₁yenh₂tēr,,6,2864
[Breton] stêr [Latin] stagnum,*steh₂g-,,2,2865
[Persian] استاد [Gothic] 𐍃𐍄𐍉𐌾𐌰𐌽,*stoh₂éyeti,,2,2866
[Persian] دان [Persian] دانه [Lithuanian] duona [Middle Armenian] դոն [Tocharian B] tāno [Sanskrit] धाना,*dʰoHnéh₂,,6,2867
[Serbo-Croatian] srati [Serbo-Croatian] срати,*sḱer-,,2,2868
[Ancient Greek] ὄχλος [Old Norse] vagl,*woǵʰlos,,2,2869
[Portuguese] estética [Spanish] estética,*h₂ewisd-,,2,2870
[Czech] ryzí [Russian] рыжий,*h₁rūdʰ-yo-,,2,2871
[Albanian] kopsht [Ancient Greek] κῆπος,*keh₂po-,,2,2872
[Russian] сосна [Ukrainian] сосна [Polish] sosna [Yiddish] סאָסנע,*ḱesn-,,4,2873
[Dutch] flikkeren [Old English] flacor [Luxembourgish] flackeren [German] flackern,*plag-,,4,2874
[Belarusian] кара [Russian] кара,*kor-,,2,2875
[Old Church Slavonic] шити [Serbo-Croatian] шити [Ukrainian] шити,*syewH-,,3,2876
[Latvian] ezers [Albanian] jezull,*eǵʰerom,,2,2877
[Latin] scalpo [Ancient Greek] σκόλοψ,*(s)kel(H)p-,,2,2878
[Lithuanian] bėgti [Ancient Greek] φέβομαι,*bʰégʷeti,,2,2879
[Lithuanian] vilkė [Old Norse] ylgr [Sanskrit] वृकी,*wl̥kʷíh₂s,,3,2880
[Old Armenian] ձի [Sanskrit] हय,*ǵʰéyos,,2,2881
[Polish] inny [Slovak] iný,*HiH-no-,,2,2882
[Ancient Greek] πέρυσι [Old Armenian] հերու [Irish] anuraidh [Sanskrit] परुत् [Old Irish] uraid,*péruti,,5,2883
[Galician] Osmo [Old Irish] úasal [Old Irish] úas [Ancient Greek] ὕψι,*h₃ewps-,,4,2884
[Czech] kroupa [Russian] крупа,*krowpeh₂,,2,2885
[Russian] стойка [Russian] постоянно,*stoh₂-,,2,2886
[Macedonian] долг [Old Irish] dligid [Polish] dług [Welsh] dylu [Welsh] dyled,*dʰelgʰ-,,5,2887
[Belarusian] выдра [Russian] выдра,*udréh₂,,2,2888
[Sanskrit] अश्रु [Vaghri] અસ્સૂ [Gujarati] અશ્રુ [Kashmiri] ऒश,*h₂eḱru,,4,2889
[Portuguese] punhal [Romansch] puogn,*puǵ-no-,,2,2890
[Sanskrit] वारि [Ancient Greek] ῥαίνω [English] rantistirion,*weri,,3,2891
[Russian] мешок [Belarusian] мяшок,*moiso-,,2,2892
[French] cathéter [Sanskrit] नप्तृ [Hindi] -ता [Ancient Greek] -τήρ,*-tḗr,,4,2893
[Sanskrit] आस् [Sanskrit] आस्ते,*h₁eh₁s-,,2,2894
[Sanskrit] अंस [Pali] aṃsa,*h₂ṓms,,2,2895
[Serbo-Croatian] smrad [Serbo-Croatian] смрад,*smord-o-s,,2,2896
[Serbo-Croatian] međica [Serbo-Croatian] међица,*medʰ-yeh₂,,2,2897
[Portuguese] marta [Spanish] marta,*martu-,,2,2898
[Ancient Greek] κέντρον [Albanian] çandër [English] kendra [Old Armenian] սանտր,*ḱentrom,,4,2899
[Italian] Etna [Portuguese] Etna [English] Aetna [Latin] Aetna [Greek] Αίτνα,*ai-dh,,5,2900
[Sanskrit] जय [Ancient Greek] βία [Welsh] cwyn [Sanskrit] जित,*gʷey-,,4,2901
[Swedish] både [Hindi] उभय [Sanskrit] उभय,*bʰoh₁,,3,2902
[Manx] quing [Irish] cuing [Middle Irish] cuing,*yung-,,3,2903
[Latin] -tas [Czech] -tva [Polish] -twa [Sanskrit] -त्वा,*-tweh₂,,4,2904
[Galician] parva [Galician] parvo [Ido] povra,*ph₁w-,,3,2905
[Serbo-Croatian] luč [Russian] луч [Serbo-Croatian] луч,*lowkis,,3,2906
[Indonesian] domba [Persian] دنب [Ossetian] дымӕг,*dewmbʰ-,,3,2907
[Old Armenian] մարմին [Sanskrit] मर्मन्,*mr̥meno-,,2,2908
[Swedish] dusch [Swedish] dusch [Latin] duco [Norwegian Bokmål] abduksjon [Norwegian Bokmål] abdusere [Norwegian Bokmål] abdusering,*déwkti,,6,2909
[Russian] жара [Russian] жар,*gʷʰēr-,,2,2910
[Latvian] latvis [Ancient Greek] λάταξ [Lithuanian] latakas [Welsh] llaid,*lat-,,4,2911
[Greek] γεμίζω [Albanian] kumbull [Old English] cimban,*gem-,,3,2912
[English] kittle [Swedish] kittla,*geid-,,2,2913
[Sanskrit] त्वच् [Ancient Greek] σάκος [Hindi] त्वचा,*twek-,,3,2914
[Ancient Greek] σέβομαι [Sanskrit] त्याग [Pali] cāga [Pali] cajati [Prakrit] 𑀘𑀸𑀬 [Sanskrit] त्यजति,*tyegʷ-,,6,2915
[Latin] viscum [Old High German] wihsila [Ancient Greek] ἰξός,*weyḱs-,,3,2916
[Latin] sentis [Greek] ξαίνω [Latin] sentus,*ksen-,,3,2917
[Old Georgian] გორა [Danish] krave [Latvian] garš,*gʷer-,,3,2918
[Spanish] greña [Middle Irish] grend,*gʰren-,,2,2919
[Latin] tenus [Sanskrit] तनस्,*ténos,,2,2920
[Sudovian] puse [Ancient Greek] πεύκη [Old Armenian] հիւսեմ [Luxembourgish] Fiicht [Lithuanian] pušis,*pewḱ-,,5,2921
[Yiddish] ליגן [Polish] leżeć [Gothic] 𐌻𐌹𐌲𐌰𐌽 [Kashubian] leżec,*légʰyeti,,4,2922
[Middle English] yelow [English] gelbstoff,*ǵʰelh₃wós,,2,2923
[Persian] دروغ [Baluchi] دروگ [Sanskrit] द्रोह [Sanskrit] द्रोघ,*dʰrówgʰos,,4,2924
[Sanskrit] रात्रि [Assamese] ৰাতি,*Hréh₁trih₂,,2,2925
[Sanskrit] देवी [Ancient Greek] δῖος [Avestan] 𐬛𐬀𐬉𐬎𐬎𐬍,*déywih₂,,3,2926
[Ancient Greek] δεσπότης [Sanskrit] दम्पति [Middle Persian] 𐭬𐭫𐭪𐭲𐭠,*déms pótis,,3,2927
[English] thair [Icelandic] þreifa [Middle English] tharf [Old Saxon] thurvan [Russian] торопить [Ancient Greek] τέρπω [Greek] τέρψη [Sanskrit] तृप्ति [Sanskrit] तृप्त [Old Armenian] տարփ,*terp-,,10,2928
[English] sowl [English] soul cake [Old English] sufel [Dutch] Susteren,*seu-,,4,2929
[Galician] estoque [Italian] stocco,*(s)teug-,,2,2930
[Albanian] plis [Sanskrit] फल्,*(t-),,2,2931
[Latin] caelebs [Sanskrit] केवल,*kéywelos,,2,2932
[Persian] هرگز [Old Persian] 𐏃𐎣𐎼𐎶𐎨𐎡𐎹 [Hindi] हरगिज़,*sm̥-kr̥t,,3,2933
[Lithuanian] bučiuoti [Welsh] gwefus [Cornish] gweus,*bus-,,3,2934
[Latin] sibilus [Polish] gwizdać [Russian] свистнуть [Welsh] chwythu,*sweysd-,,4,2935
[Indonesian] orkestra [Afrikaans] orkes [Indonesian] orkes,*ergh-,,3,2936
[Polish] dąb [Albanian] thanë,*dʰónu,,2,2937
[Irish] amárach [Sanskrit] मरीचि,*mr̥Hko-,,2,2938
[Old Polish] deżdż [Lower Sorbian] dešć,*dyu-,,2,2939
[Czech] vlna [Slovak] vlna,*wl̥Hn-,,2,2940
[Lithuanian] vaškas [Latvian] vasks,*wokso-,,2,2941
[Latin] ploro [Kashubian] płëwac,*pleh₃(w)-,,2,2942
[Sanskrit] वृकतात् [Hittite] 𒉿𒀠𒆪𒉿𒀸,*wl̥kʷós,,2,2943
[German] Zinne [German] Zinne [Dutch] tinne [German Low German] Tinne,*h₃dónt-,,4,2944
[German] Zinne [German Low German] Tinne,*h₃dént-no-,,2,2945
[Ancient Greek] γάλως [Old Armenian] տալ [Latin] glos,*ǵh₂lōws,,3,2946
[Phrygian] ζεμελως [Ancient Greek] χθαμαλός [Latin] humilis,*dʰǵʰemelo-,,3,2947
[Sanskrit] गच्छति [Ancient Greek] βάσκω,*gʷm̥sḱéti,,2,2948
[Ancient Greek] ἕζομαι [Yiddish] זיצן [Norwegian] Sæther [Norwegian Bokmål] Sæter,*sédyeti,,4,2949
[Irish] caill [Scottish Gaelic] caill,*kold-,,2,2950
[Latin] splendeo [Old Irish] sluindid,*spln̥d-eh₁-,,2,2951
[Polish] rysować [Latin] Raeti,*wreyd-,,2,2952
[Sanskrit] तनोति [Welsh] taen [Ancient Greek] τανύω,*tn̥néwti,,3,2953
[Sanskrit] मन्यते [Assamese] মনা [Assamese] মানা [ Bengali ] মানা [Ashokan Prakrit] 𑀫𑀦𑀢𑀺,*mn̥yo-,,5,2954
[Sanskrit] पिबति [Gujarati] પીવું [Marathi] पिणे [Mewari] पीणो [Prakrit] 𑀧𑀺𑀯𑀇,*píbeti,,5,2955
[Hindi] पृथु [Sanskrit] पृथु [Ancient Greek] πλατύς [Italian] chiatto [Neapolitan] chiatto [Old Armenian] յաղթ [Lithuanian] platus [Ligurian] ciàtto [Ligurian] piâto [Avestan] 𐬞𐬆𐬭𐬆𐬚𐬎 [Northern Kurdish] fireh,*pléth₂us,,11,2956
[Sanskrit] पर्दते [Ancient Greek] πέρδομαι [Lithuanian] persti [Albanian] pjerdh [Hindi] पादना [Bengali] পাদা [Latvian] pirst,*pérdetor,,7,2957
[Sanskrit] पर्शु [Ossetian] фарс [Shina] प्रशु,*pérḱus,,3,2958
[Sanskrit] पुलक [Ancient Greek] πυλεών,*pulh₂-,,2,2959
[Breton] bloaz [Cornish] bledhen,*bʰloyd-,,2,2960
[Ancient Greek] ἔπος [Ancient Greek] έπω,*wékʷos,,2,2961
[Ancient Greek] δαρδαίνει [Latin] foria,*dʰrey-,,2,2962
[Ancient Greek] κλύδων [Old Armenian] լուրջ [Ancient Greek] κατακλυσμός [Latin] cluo [Latin] Cluentus [Old English] hlutor [Ancient Greek] κλύζω,*ḱlewH-,,7,2963
[Ancient Greek] βρέφος [Greek] βρέφος [Irish] bromach [Russian] жеребец,*gʷrebʰ-,,4,2964
[Ancient Greek] τηΰσιος [Sanskrit] तायु [Sanskrit] स्तायु,*(s)teh₂y-,,3,2965
[Ancient Greek] ἠθέω [Albanian] gjerë,*seh₁y-,,2,2966
[Ancient Greek] ἑβδομήκοντα [Greek] εβδομήντα,*septm̥-ḱómt-h₂,,2,2967
[Ancient Greek] ὦμος [Hindi] हँसली,*h₃émōs,,2,2968
[Ancient Greek] ὄρχις [Albanian] herdhe [Irish] úirí,*h₁órǵʰis,,3,2969
[Ancient Greek] ὀμφαλός [Greek] αφαλός,*h₃m̥bʰ-,,2,2970
[Ancient Greek] σορός [Greek] σορός,*tworHos,,2,2971
[Ancient Greek] ἅρπη [Latin] sarpo,*srp-,,2,2972
[Ancient Greek] ἔλπω [Ancient Greek] ἐλπίς,*welp-,,2,2973
[Ancient Greek] λείβω [Ancient Greek] λίψ,*leyb-,,2,2974
[Ancient Greek] γέρων [Ossetian] зӕронд [Old Armenian] ծերուն [Sanskrit] जरत्,*ǵérh₂onts,,4,2975
[Sanskrit] तपस् [Old Armenian] տապ [Latin] tepor [Persian] تب,*tépos,,4,2976
[Sanskrit] क्षेति [Gujarati] છે,*tḱéyti,,2,2977
[Sanskrit] तित्तिर [Assamese] তিতৌ [Assamese] তিতৰ,*teter,,3,2978
[Sanskrit] रिशादस् [Old English] hettan,*ḱeh₂d-,,2,2979
[Sanskrit] श्रोणि [Persian] سرین [Lithuanian] šlaunis [Latin] clunis [Italian] clune [Khowar] شرون [Welsh] clun,*ḱlównis,,7,2980
[Sanskrit] द्रुम [Ancient Greek] δρυμός,*drumós,,2,2981
[Ancient Greek] ἔλπος [Albanian] gjalpë [Middle Persian] clp,*selp-,,3,2982
[Norwegian Bokmål] abgeschmackt [Icelandic] smekkur [Old English] smæcc [Norwegian Bokmål] abgeschmackthet [Lower Sorbian] šmek,*smeg-,,5,2983
[English] ramson [Irish] creamh [Scottish Gaelic] creamh [Ancient Greek] κρόμμυον [Middle English] ramese,*kermus-,,5,2984
[English] ramsons [Welsh] craf,*kremus-,,2,2985
[Ancient Greek] γαλήνη [Ancient Greek] γελάω,*ǵelh₂-,,2,2986
[Latin] propinquus [Latin] longinquus [Ancient Greek] ἀλλοδαπός,*-n̥kʷo-,,3,2987
[Danish] glente [Swedish] glänta [Middle English] glenten [Icelandic] gletta [Westrobothnian] glänt,*ǵʰlend-,,5,2988
[Portuguese] misturar [Galician] mesturar,*meiǵ-,,2,2989
[Old English] fæle [English] feal,*pey-,,2,2990
[Hittite] 𒅖𒉺𒀭𒍝 [Sanskrit] क्षप् [Northern Kurdish] şev [Ancient Greek] κνέφας,*kʷséps,,4,2991
[Serbo-Croatian] plav [Old Norse] fǫlr,*polHwós,,2,2992
[Sanskrit] राम [Ancient Greek] ἐρῆμος,*reh₁mós,,2,2993
[English] khana [Sanskrit] खाद् [Kashmiri] کھیٛۆن,*kʷh₂ed-,,3,2994
[Galician] milagre [Old Portuguese] miragre [Norman] mithacl'ye [Dutch] mirakel [Ancient Greek] μιαίνω [Ancient Greek] σμινύη,*smei-,,6,2995
[Serbo-Croatian] žudjeti [Serbo-Croatian] жудјети [Latvian] gaidīt,*gʰeydʰ-,,3,2996
[Icelandic] fjöl- [Gothic] 𐍆𐌹𐌻𐌿,*pelu-,,2,2997
[Plautdietsch] scheef [Danish] skæv [Ancient Greek] σκαιός [Latin] scaevus [Swedish] skev,*skeh₂iwos,,5,2998
[Sanskrit] सर्म [Ancient Greek] ὅρμος,*sórmos,,2,2999
[Sanskrit] ग्रीवा [Albanian] grykë [Latvian] grīva [Silesian] grziwa,*gʷriHwéh₂,,4,3000
[Finnish] juhta [Persian] جفت [Punjabi] ਜੁੱਤੀ [Hindi] युक्त [Sanskrit] युक्त [Punjabi] جتی,*yugtós,,6,3001
[Khmer] ស្រី [Khmer] ស្ត្រី,*eys-,,2,3002
[Polish] wasz [Serbo-Croatian] vaš [Macedonian] Ваш,*wās-y-,,3,3003
[Old English] hlæw [Gothic] 𐌷𐌻𐌰𐌹𐍅,*ḱloy-wo-m,,2,3004
[Ancient Greek] ὅρος [Latin] urvo [Greek] όριο [Ancient Greek] σύνορος,*werw-,,4,3005
[Norwegian Bokmål] abbedisse [Ancient Greek] -ης [Norwegian Bokmål] abbedissestue,*-ēs,,3,3006
[Sanskrit] प्रथस् [Ancient Greek] πλάτος,*pléth₂os,,2,3007
[Old English] siwian [Old Georgian] ნემსი,*sīw-,,2,3008
[Breton] kelenn [Welsh] celyn [Manx] cullyn [Old Irish] cuilenn,*ḱol-,,4,3009
[Ancient Greek] πρόσωπον [Sanskrit] प्रतीक,*prétih₃kʷo-,,2,3010
[Spanish] hollín [Italian] fuliggine [Portuguese] fuligem [Latin] fuligo [Romanian] funingine,*dʰuh₂li-,,5,3011
[Westrobothnian] brok [Persian] برازیدن,*bʰreh₁ǵ-,,2,3012
[Russian] спеть [Russian] успеть [Ancient Greek] σπεύδω [Lithuanian] spauda,*spewd-,,4,3013
[Middle English] puls [Dutch] Velsen-Noord [Dutch] Velsen-Zuid,*pel,,3,3014
[Old Armenian] եղեռն [Ancient Greek] ὄλλυμι [Ancient Greek] ὀλοός [Ancient Greek] οὖλος,*h₃elh₁-,,4,3015
[Italian] vaglio [Italian] vagliare,*wal-,,2,3016
